Orthogroup	data_Cint	model_Cint
OG0002659	SGZ52167.1	Candida_intermedia@Seq_2660
OG0002660	SGZ52169.1	Candida_intermedia@Seq_4497
OG0002661	SGZ52173.1	Candida_intermedia@Seq_4281
OG0002662	SGZ52175.1	Candida_intermedia@Seq_906
OG0002663	SGZ52182.1	Candida_intermedia@Seq_2458
OG0002664	SGZ52184.1	Candida_intermedia@Seq_3379
OG0002665	SGZ52186.1	Candida_intermedia@Seq_4368
OG0002666	SGZ52188.1	Candida_intermedia@Seq_5063
OG0002667	SGZ52193.1	Candida_intermedia@Seq_238
OG0002668	SGZ52195.1	Candida_intermedia@Seq_3345
OG0002669	SGZ52197.1	Candida_intermedia@Seq_300
OG0002670	SGZ52199.1	Candida_intermedia@Seq_4832
OG0002671	SGZ52201.1	Candida_intermedia@Seq_705
OG0002672	SGZ52203.1	Candida_intermedia@Seq_2569
OG0002673	SGZ52205.1	Candida_intermedia@Seq_3520
OG0002674	SGZ52207.1	Candida_intermedia@Seq_2622
OG0002675	SGZ52209.1	Candida_intermedia@Seq_2543
OG0002676	SGZ52211.1	Candida_intermedia@Seq_1451
OG0002677	SGZ52215.1	Candida_intermedia@Seq_4537
OG0002678	SGZ52217.1	Candida_intermedia@Seq_3226
OG0002679	SGZ52219.1	Candida_intermedia@Seq_2266
OG0002680	SGZ52221.1	Candida_intermedia@Seq_724
OG0002681	SGZ52223.1	Candida_intermedia@Seq_2346
OG0002682	SGZ52225.1	Candida_intermedia@Seq_5092
OG0002683	SGZ52227.1	Candida_intermedia@Seq_4872
OG0002684	SGZ52229.1	Candida_intermedia@Seq_2322
OG0002685	SGZ52231.1	Candida_intermedia@Seq_596
OG0002686	SGZ52234.1	Candida_intermedia@Seq_1262
OG0002687	SGZ52236.1	Candida_intermedia@Seq_5360
OG0002688	SGZ52238.1	Candida_intermedia@Seq_1983
OG0002689	SGZ52240.1	Candida_intermedia@Seq_2080
OG0002690	SGZ52241.1	Candida_intermedia@Seq_3016
OG0002691	SGZ52243.1	Candida_intermedia@Seq_319
OG0002692	SGZ52245.1	Candida_intermedia@Seq_4316
OG0002693	SGZ52247.1	Candida_intermedia@Seq_1046
OG0002694	SGZ52249.1	Candida_intermedia@Seq_3477
OG0002695	SGZ52254.1	Candida_intermedia@Seq_2172
OG0002696	SGZ52256.1	Candida_intermedia@Seq_82
OG0002697	SGZ52258.1	Candida_intermedia@Seq_4163
OG0002698	SGZ52262.1	Candida_intermedia@Seq_4704
OG0002699	SGZ52264.1	Candida_intermedia@Seq_2970
OG0002700	SGZ52266.1	Candida_intermedia@Seq_1694
OG0002701	SGZ52268.1	Candida_intermedia@Seq_1031
OG0002702	SGZ52270.1	Candida_intermedia@Seq_1243
OG0002703	SGZ52272.1	Candida_intermedia@Seq_2780
OG0002704	SGZ52274.1	Candida_intermedia@Seq_3173
OG0002705	SGZ52276.1	Candida_intermedia@Seq_1653
OG0002706	SGZ52278.1	Candida_intermedia@Seq_390
OG0002707	SGZ52280.1	Candida_intermedia@Seq_21
OG0002708	SGZ52283.1	Candida_intermedia@Seq_2469
OG0002709	SGZ52284.1	Candida_intermedia@Seq_3207
OG0002710	SGZ52287.1	Candida_intermedia@Seq_4376
OG0002711	SGZ52292.1	Candida_intermedia@Seq_1824
OG0002712	SGZ52300.1	Candida_intermedia@Seq_5128
OG0002713	SGZ52302.1	Candida_intermedia@Seq_4907
OG0002714	SGZ52306.1	Candida_intermedia@Seq_4141
OG0002715	SGZ52308.1	Candida_intermedia@Seq_2621
OG0002716	SGZ52312.1	Candida_intermedia@Seq_966
OG0002717	SGZ52314.1	Candida_intermedia@Seq_97
OG0002718	SGZ52318.1	Candida_intermedia@Seq_167
OG0002719	SGZ52320.1	Candida_intermedia@Seq_4662
OG0002720	SGZ52322.1	Candida_intermedia@Seq_5467
OG0002721	SGZ52324.1	Candida_intermedia@Seq_3708
OG0002722	SGZ52326.1	Candida_intermedia@Seq_5258
OG0002723	SGZ52328.1	Candida_intermedia@Seq_2892
OG0002724	SGZ52330.1	Candida_intermedia@Seq_4706
OG0002725	SGZ52332.1	Candida_intermedia@Seq_2866
OG0002726	SGZ52334.1	Candida_intermedia@Seq_4736
OG0002727	SGZ52336.1	Candida_intermedia@Seq_2806
OG0002728	SGZ52338.1	Candida_intermedia@Seq_3844
OG0002729	SGZ52340.1	Candida_intermedia@Seq_3120
OG0002730	SGZ52342.1	Candida_intermedia@Seq_5272
OG0002731	SGZ52344.1	Candida_intermedia@Seq_2838
OG0002732	SGZ52346.1	Candida_intermedia@Seq_1092
OG0002733	SGZ52350.1	Candida_intermedia@Seq_2084
OG0002734	SGZ52353.1	Candida_intermedia@Seq_3939
OG0002735	SGZ52355.1	Candida_intermedia@Seq_4492
OG0002736	SGZ52357.1	Candida_intermedia@Seq_1132
OG0002737	SGZ52359.1	Candida_intermedia@Seq_213
OG0002738	SGZ52361.1	Candida_intermedia@Seq_802
OG0002739	SGZ52363.1	Candida_intermedia@Seq_3114
OG0002740	SGZ52365.1	Candida_intermedia@Seq_4798
OG0002741	SGZ52367.1	Candida_intermedia@Seq_4148
OG0002742	SGZ52369.1	Candida_intermedia@Seq_3203
OG0002743	SGZ52371.1	Candida_intermedia@Seq_597
OG0002744	SGZ52373.1	Candida_intermedia@Seq_2960
OG0002745	SGZ52375.1	Candida_intermedia@Seq_563
OG0002746	SGZ52379.1	Candida_intermedia@Seq_1269
OG0002747	SGZ52381.1	Candida_intermedia@Seq_3863
OG0002748	SGZ52383.1	Candida_intermedia@Seq_5071
OG0002749	SGZ52387.1	Candida_intermedia@Seq_793
OG0002750	SGZ52389.1	Candida_intermedia@Seq_2354
OG0002751	SGZ52391.1	Candida_intermedia@Seq_1135
OG0002752	SGZ52397.1	Candida_intermedia@Seq_4255
OG0002753	SGZ52399.1	Candida_intermedia@Seq_4576
OG0002754	SGZ52401.1	Candida_intermedia@Seq_2841
OG0002755	SGZ52403.1	Candida_intermedia@Seq_164
OG0002756	SGZ52405.1	Candida_intermedia@Seq_4531
OG0002757	SGZ52409.1	Candida_intermedia@Seq_102
OG0002758	SGZ52411.1	Candida_intermedia@Seq_1416
OG0002759	SGZ52413.1	Candida_intermedia@Seq_2868
OG0002760	SGZ52415.1	Candida_intermedia@Seq_1950
OG0002761	SGZ52417.1	Candida_intermedia@Seq_3366
OG0002762	SGZ52419.1	Candida_intermedia@Seq_1104
OG0002763	SGZ52421.1	Candida_intermedia@Seq_106
OG0002764	SGZ52422.1	Candida_intermedia@Seq_3041
OG0002765	SGZ52427.1	Candida_intermedia@Seq_5507
OG0002766	SGZ52429.1	Candida_intermedia@Seq_2330
OG0002767	SGZ52431.1	Candida_intermedia@Seq_2989
OG0002768	SGZ52433.1	Candida_intermedia@Seq_1607
OG0002769	SGZ52439.1	Candida_intermedia@Seq_3815
OG0002770	SGZ52441.1	Candida_intermedia@Seq_2936
OG0002771	SGZ52443.1	Candida_intermedia@Seq_832
OG0002772	SGZ52445.1	Candida_intermedia@Seq_2546
OG0002773	SGZ52447.1	Candida_intermedia@Seq_3642
OG0002774	SGZ52451.1	Candida_intermedia@Seq_5029
OG0002775	SGZ52453.1	Candida_intermedia@Seq_1268
OG0002776	SGZ52455.1	Candida_intermedia@Seq_3069
OG0002777	SGZ52458.1	Candida_intermedia@Seq_1301
OG0002778	SGZ52460.1	Candida_intermedia@Seq_5058
OG0002779	SGZ52462.1	Candida_intermedia@Seq_1690
OG0002780	SGZ52464.1	Candida_intermedia@Seq_989
OG0002781	SGZ52466.1	Candida_intermedia@Seq_1313
OG0002782	SGZ52468.1	Candida_intermedia@Seq_5421
OG0002783	SGZ52470.1	Candida_intermedia@Seq_4370
OG0002784	SGZ52472.1	Candida_intermedia@Seq_4878
OG0002785	SGZ52474.1	Candida_intermedia@Seq_5050
OG0002786	SGZ52476.1	Candida_intermedia@Seq_1960
OG0002787	SGZ52480.1	Candida_intermedia@Seq_4746
OG0002788	SGZ52482.1	Candida_intermedia@Seq_1428
OG0002789	SGZ52484.1	Candida_intermedia@Seq_4709
OG0002790	SGZ52485.1	Candida_intermedia@Seq_1907
OG0002791	SGZ52488.1	Candida_intermedia@Seq_2140
OG0002792	SGZ52490.1	Candida_intermedia@Seq_1263
OG0002793	SGZ52491.1	Candida_intermedia@Seq_2608
OG0002794	SGZ52493.1	Candida_intermedia@Seq_1531
OG0002795	SGZ52495.1	Candida_intermedia@Seq_2904
OG0002796	SGZ52497.1	Candida_intermedia@Seq_3971
OG0002797	SGZ52500.1	Candida_intermedia@Seq_2756
OG0002798	SGZ52502.1	Candida_intermedia@Seq_2766
OG0002799	SGZ52503.1	Candida_intermedia@Seq_3611
OG0002800	SGZ52505.1	Candida_intermedia@Seq_2831
OG0002801	SGZ52509.1	Candida_intermedia@Seq_4551
OG0002802	SGZ52511.1	Candida_intermedia@Seq_4210
OG0002803	SGZ52513.1	Candida_intermedia@Seq_4485
OG0002804	SGZ52515.1	Candida_intermedia@Seq_1367
OG0002805	SGZ52517.1	Candida_intermedia@Seq_4467
OG0002806	SGZ52519.1	Candida_intermedia@Seq_2151
OG0002807	SGZ52521.1	Candida_intermedia@Seq_5173
OG0002808	SGZ52525.1	Candida_intermedia@Seq_4143
OG0002809	SGZ52529.1	Candida_intermedia@Seq_2501
OG0002810	SGZ52531.1	Candida_intermedia@Seq_3153
OG0002811	SGZ52533.1	Candida_intermedia@Seq_291
OG0002812	SGZ52537.1	Candida_intermedia@Seq_851
OG0002813	SGZ52539.1	Candida_intermedia@Seq_4952
OG0002814	SGZ52541.1	Candida_intermedia@Seq_1194
OG0002815	SGZ52543.1	Candida_intermedia@Seq_4960
OG0002816	SGZ52545.1	Candida_intermedia@Seq_5127
OG0002817	SGZ52552.1	Candida_intermedia@Seq_1064
OG0002818	SGZ52555.1	Candida_intermedia@Seq_4382
OG0002819	SGZ52557.1	Candida_intermedia@Seq_89
OG0002820	SGZ52561.1	Candida_intermedia@Seq_5369
OG0002821	SGZ52564.1	Candida_intermedia@Seq_5180
OG0002822	SGZ52566.1	Candida_intermedia@Seq_1574
OG0002823	SGZ52568.1	Candida_intermedia@Seq_2370
OG0002824	SGZ52570.1	Candida_intermedia@Seq_2376
OG0002825	SGZ52572.1	Candida_intermedia@Seq_2245
OG0002826	SGZ52575.1	Candida_intermedia@Seq_4037
OG0002827	SGZ52578.1	Candida_intermedia@Seq_3810
OG0002828	SGZ52580.1	Candida_intermedia@Seq_588
OG0002829	SGZ52587.1	Candida_intermedia@Seq_2516
OG0002830	SGZ52589.1	Candida_intermedia@Seq_4669
OG0002831	SGZ52591.1	Candida_intermedia@Seq_3143
OG0002832	SGZ52593.1	Candida_intermedia@Seq_1403
OG0002833	SGZ52595.1	Candida_intermedia@Seq_3045
OG0002834	SGZ52597.1	Candida_intermedia@Seq_1317
OG0002835	SGZ52599.1	Candida_intermedia@Seq_825
OG0002836	SGZ52601.1	Candida_intermedia@Seq_3906
OG0002837	SGZ52608.1	Candida_intermedia@Seq_4516
OG0002838	SGZ52610.1	Candida_intermedia@Seq_337
OG0002839	SGZ52614.1	Candida_intermedia@Seq_3492
OG0002840	SGZ52618.1	Candida_intermedia@Seq_1915
OG0002841	SGZ52623.1	Candida_intermedia@Seq_1805
OG0002842	SGZ52625.1	Candida_intermedia@Seq_3795
OG0002843	SGZ52629.1	Candida_intermedia@Seq_3927
OG0002844	SGZ52631.1	Candida_intermedia@Seq_1350
OG0002845	SGZ52633.1	Candida_intermedia@Seq_4013
OG0002846	SGZ52635.1	Candida_intermedia@Seq_1022
OG0002847	SGZ52637.1	Candida_intermedia@Seq_2225
OG0002848	SGZ52638.1	Candida_intermedia@Seq_4616
OG0002849	SGZ52642.1	Candida_intermedia@Seq_2042
OG0002850	SGZ52645.1	Candida_intermedia@Seq_3951
OG0002851	SGZ52647.1	Candida_intermedia@Seq_4137
OG0002852	SGZ52648.1	Candida_intermedia@Seq_1785
OG0002853	SGZ52650.1	Candida_intermedia@Seq_3221
OG0002854	SGZ52652.1	Candida_intermedia@Seq_1830
OG0002855	SGZ52654.1	Candida_intermedia@Seq_4873
OG0002856	SGZ52656.1	Candida_intermedia@Seq_4206
OG0002857	SGZ52661.1	Candida_intermedia@Seq_4947
OG0002858	SGZ52663.1	Candida_intermedia@Seq_1072
OG0002859	SGZ52664.1	Candida_intermedia@Seq_631
OG0002860	SGZ52666.1	Candida_intermedia@Seq_3189
OG0002861	SGZ52668.1	Candida_intermedia@Seq_4683
OG0002862	SGZ52670.1	Candida_intermedia@Seq_3903
OG0002863	SGZ52672.1	Candida_intermedia@Seq_2312
OG0002864	SGZ52674.1	Candida_intermedia@Seq_5346
OG0002865	SGZ52676.1	Candida_intermedia@Seq_3586
OG0002866	SGZ52678.1	Candida_intermedia@Seq_1542
OG0002867	SGZ52680.1	Candida_intermedia@Seq_5129
OG0002868	SGZ52682.1	Candida_intermedia@Seq_226
OG0002869	SGZ52684.1	Candida_intermedia@Seq_5440
OG0002870	SGZ52688.1	Candida_intermedia@Seq_3712
OG0002871	SGZ52690.1	Candida_intermedia@Seq_621
OG0002872	SGZ52692.1	Candida_intermedia@Seq_1492
OG0002873	SGZ52694.1	Candida_intermedia@Seq_4419
OG0002874	SGZ52696.1	Candida_intermedia@Seq_2496
OG0002875	SGZ52698.1	Candida_intermedia@Seq_1024
OG0002876	SGZ52702.1	Candida_intermedia@Seq_2065
OG0002877	SGZ52708.1	Candida_intermedia@Seq_4002
OG0002878	SGZ52710.1	Candida_intermedia@Seq_2793
OG0002879	SGZ52712.1	Candida_intermedia@Seq_1826
OG0002880	SGZ52717.1	Candida_intermedia@Seq_329
OG0002881	SGZ52721.1	Candida_intermedia@Seq_61
OG0002882	SGZ52723.1	Candida_intermedia@Seq_95
OG0002883	SGZ52725.1	Candida_intermedia@Seq_4399
OG0002884	SGZ52727.1	Candida_intermedia@Seq_1107
OG0002885	SGZ52729.1	Candida_intermedia@Seq_552
OG0002886	SGZ52731.1	Candida_intermedia@Seq_4511
OG0002887	SGZ52732.1	Candida_intermedia@Seq_622
OG0002888	SGZ52737.1	Candida_intermedia@Seq_908
OG0002889	SGZ52739.1	Candida_intermedia@Seq_3700
OG0002890	SGZ52743.1	Candida_intermedia@Seq_883
OG0002891	SGZ52745.1	Candida_intermedia@Seq_798
OG0002892	SGZ52747.1	Candida_intermedia@Seq_2918
OG0002893	SGZ52749.1	Candida_intermedia@Seq_4820
OG0002894	SGZ52751.1	Candida_intermedia@Seq_1461
OG0002895	SGZ52753.1	Candida_intermedia@Seq_4532
OG0002896	SGZ52755.1	Candida_intermedia@Seq_3298
OG0002897	SGZ52757.1	Candida_intermedia@Seq_3087
OG0002898	SGZ52759.1	Candida_intermedia@Seq_1366
OG0002899	SGZ52761.1	Candida_intermedia@Seq_3689
OG0002900	SGZ52763.1	Candida_intermedia@Seq_1679
OG0002901	SGZ52765.1	Candida_intermedia@Seq_2025
OG0002902	SGZ52767.1	Candida_intermedia@Seq_666
OG0002903	SGZ52769.1	Candida_intermedia@Seq_4602
OG0002904	SGZ52771.1	Candida_intermedia@Seq_1231
OG0002905	SGZ52773.1	Candida_intermedia@Seq_3974
OG0002906	SGZ52778.1	Candida_intermedia@Seq_2530
OG0002907	SGZ52780.1	Candida_intermedia@Seq_2728
OG0002908	SGZ52782.1	Candida_intermedia@Seq_5374
OG0002909	SGZ52784.1	Candida_intermedia@Seq_4626
OG0002910	SGZ52786.1	Candida_intermedia@Seq_2701
OG0002911	SGZ52790.1	Candida_intermedia@Seq_3197
OG0002912	SGZ52794.1	Candida_intermedia@Seq_1392
OG0002913	SGZ52796.1	Candida_intermedia@Seq_2566
OG0002914	SGZ52798.1	Candida_intermedia@Seq_192
OG0002915	SGZ52800.1	Candida_intermedia@Seq_5407
OG0002916	SGZ52802.1	Candida_intermedia@Seq_2748
OG0002917	SGZ52806.1	Candida_intermedia@Seq_1394
OG0002918	SGZ52808.1	Candida_intermedia@Seq_1856
OG0002919	SGZ52810.1	Candida_intermedia@Seq_2009
OG0002920	SGZ52812.1	Candida_intermedia@Seq_394
OG0002921	SGZ52814.1	Candida_intermedia@Seq_4433
OG0002922	SGZ52817.1	Candida_intermedia@Seq_2954
OG0002923	SGZ52819.1	Candida_intermedia@Seq_1270
OG0002924	SGZ52821.1	Candida_intermedia@Seq_4866
OG0002925	SGZ52823.1	Candida_intermedia@Seq_1994
OG0002926	SGZ52825.1	Candida_intermedia@Seq_2690
OG0002927	SGZ52827.1	Candida_intermedia@Seq_4561
OG0002928	SGZ52829.1	Candida_intermedia@Seq_656
OG0002929	SGZ52830.1	Candida_intermedia@Seq_2510
OG0002930	SGZ52834.1	Candida_intermedia@Seq_5514
OG0002931	SGZ52836.1	Candida_intermedia@Seq_1849
OG0002932	SGZ52838.1	Candida_intermedia@Seq_1947
OG0002933	SGZ52840.1	Candida_intermedia@Seq_4772
OG0002934	SGZ52842.1	Candida_intermedia@Seq_4971
OG0002935	SGZ52843.1	Candida_intermedia@Seq_4665
OG0002936	SGZ52846.1	Candida_intermedia@Seq_1618
OG0002937	SGZ52847.1	Candida_intermedia@Seq_1539
OG0002938	SGZ52848.1	Candida_intermedia@Seq_1158
OG0002939	SGZ52849.1	Candida_intermedia@Seq_2202
OG0002940	SGZ52850.1	Candida_intermedia@Seq_1981
OG0002941	SGZ52851.1	Candida_intermedia@Seq_3339
OG0002942	SGZ52852.1	Candida_intermedia@Seq_4325
OG0002943	SGZ52853.1	Candida_intermedia@Seq_2753
OG0002944	SGZ52854.1	Candida_intermedia@Seq_5363
OG0002945	SGZ52855.1	Candida_intermedia@Seq_2378
OG0002946	SGZ52856.1	Candida_intermedia@Seq_2571
OG0002947	SGZ52857.1	Candida_intermedia@Seq_4744
OG0002948	SGZ52858.1	Candida_intermedia@Seq_3506
OG0002949	SGZ52859.1	Candida_intermedia@Seq_1635
OG0002950	SGZ52860.1	Candida_intermedia@Seq_3965
OG0002951	SGZ52861.1	Candida_intermedia@Seq_5238
OG0002952	SGZ52862.1	Candida_intermedia@Seq_4343
OG0002953	SGZ52863.1	Candida_intermedia@Seq_277
OG0002954	SGZ52864.1	Candida_intermedia@Seq_1605
OG0002955	SGZ52865.1	Candida_intermedia@Seq_3304
OG0002956	SGZ52866.1	Candida_intermedia@Seq_1214
OG0002957	SGZ52867.1	Candida_intermedia@Seq_976
OG0002958	SGZ52868.1	Candida_intermedia@Seq_613
OG0002959	SGZ52869.1	Candida_intermedia@Seq_1282
OG0002960	SGZ52870.1	Candida_intermedia@Seq_4714
OG0002961	SGZ52871.1	Candida_intermedia@Seq_4673
OG0002962	SGZ52873.1	Candida_intermedia@Seq_965
OG0002963	SGZ52874.1	Candida_intermedia@Seq_999
OG0002964	SGZ52875.1	Candida_intermedia@Seq_443
OG0002965	SGZ52876.1	Candida_intermedia@Seq_5157
OG0002966	SGZ52877.1	Candida_intermedia@Seq_2875
OG0002967	SGZ52878.1	Candida_intermedia@Seq_882
OG0002968	SGZ52880.1	Candida_intermedia@Seq_2197
OG0002969	SGZ52881.1	Candida_intermedia@Seq_3650
OG0002970	SGZ52882.1	Candida_intermedia@Seq_254
OG0002971	SGZ52884.1	Candida_intermedia@Seq_4501
OG0002972	SGZ52885.1	Candida_intermedia@Seq_5370
OG0002973	SGZ52886.1	Candida_intermedia@Seq_3331
OG0002974	SGZ52887.1	Candida_intermedia@Seq_3970
OG0002975	SGZ52888.1	Candida_intermedia@Seq_353
OG0002976	SGZ52889.1	Candida_intermedia@Seq_4859
OG0002977	SGZ52893.1	Candida_intermedia@Seq_943
OG0002978	SGZ52894.1	Candida_intermedia@Seq_233
OG0002979	SGZ52896.1	Candida_intermedia@Seq_1144
OG0002981	SGZ52903.1	Candida_intermedia@Seq_1921
OG0002982	SGZ52904.1	Candida_intermedia@Seq_35
OG0002983	SGZ52905.1	Candida_intermedia@Seq_2145
OG0002984	SGZ52908.1	Candida_intermedia@Seq_3312
OG0002985	SGZ52911.1	Candida_intermedia@Seq_3772
OG0002986	SGZ52912.1	Candida_intermedia@Seq_2615
OG0002987	SGZ53011.1	Candida_intermedia@Seq_5199
OG0002988	SGZ53015.1	Candida_intermedia@Seq_557
OG0002989	SGZ53017.1	Candida_intermedia@Seq_4342
OG0002990	SGZ53019.1	Candida_intermedia@Seq_4491
OG0002991	SGZ53024.1	Candida_intermedia@Seq_3458
OG0002992	SGZ53026.1	Candida_intermedia@Seq_2614
OG0002993	SGZ53030.1	Candida_intermedia@Seq_122
OG0002994	SGZ53032.1	Candida_intermedia@Seq_3024
OG0002995	SGZ53034.1	Candida_intermedia@Seq_734
OG0002996	SGZ53036.1	Candida_intermedia@Seq_3259
OG0002997	SGZ53038.1	Candida_intermedia@Seq_4337
OG0002998	SGZ53040.1	Candida_intermedia@Seq_74
OG0002999	SGZ53042.1	Candida_intermedia@Seq_2164
OG0003000	SGZ53044.1	Candida_intermedia@Seq_3530
OG0003001	SGZ53047.1	Candida_intermedia@Seq_81
OG0003002	SGZ53048.1	Candida_intermedia@Seq_1494
OG0003003	SGZ53050.1	Candida_intermedia@Seq_2788
OG0003004	SGZ53052.1	Candida_intermedia@Seq_4356
OG0003005	SGZ53054.1	Candida_intermedia@Seq_5289
OG0003006	SGZ53057.1	Candida_intermedia@Seq_4667
OG0003007	SGZ53058.1	Candida_intermedia@Seq_2403
OG0003008	SGZ53061.1	Candida_intermedia@Seq_946
OG0003009	SGZ53063.1	Candida_intermedia@Seq_4299
OG0003010	SGZ53065.1	Candida_intermedia@Seq_1777
OG0003011	SGZ53067.1	Candida_intermedia@Seq_5331
OG0003012	SGZ53070.1	Candida_intermedia@Seq_2238
OG0003013	SGZ53074.1	Candida_intermedia@Seq_1520
OG0003014	SGZ53076.1	Candida_intermedia@Seq_1943
OG0003015	SGZ53078.1	Candida_intermedia@Seq_2449
OG0003016	SGZ53083.1	Candida_intermedia@Seq_2118
OG0003017	SGZ53085.1	Candida_intermedia@Seq_1021
OG0003018	SGZ53087.1	Candida_intermedia@Seq_5192
OG0003019	SGZ53089.1	Candida_intermedia@Seq_2085
OG0003020	SGZ53091.1	Candida_intermedia@Seq_2655
OG0003021	SGZ53093.1	Candida_intermedia@Seq_635
OG0003022	SGZ53095.1	Candida_intermedia@Seq_477
OG0003023	SGZ53098.1	Candida_intermedia@Seq_1097
OG0003024	SGZ53100.1	Candida_intermedia@Seq_1467
OG0003025	SGZ53102.1	Candida_intermedia@Seq_39
OG0003026	SGZ53107.1	Candida_intermedia@Seq_4903
OG0003027	SGZ53109.1	Candida_intermedia@Seq_736
OG0003028	SGZ53111.1	Candida_intermedia@Seq_5432
OG0003029	SGZ53114.1	Candida_intermedia@Seq_1498
OG0003030	SGZ53116.1	Candida_intermedia@Seq_2310
OG0003031	SGZ53120.1	Candida_intermedia@Seq_5444
OG0003032	SGZ53123.1	Candida_intermedia@Seq_1940
OG0003033	SGZ53127.1	Candida_intermedia@Seq_3819
OG0003034	SGZ53130.1	Candida_intermedia@Seq_70
OG0003035	SGZ53132.1	Candida_intermedia@Seq_1648
OG0003036	SGZ53134.1	Candida_intermedia@Seq_2771
OG0003037	SGZ53136.1	Candida_intermedia@Seq_2450
OG0003038	SGZ53139.1	Candida_intermedia@Seq_5334
OG0003039	SGZ53141.1	Candida_intermedia@Seq_4128
OG0003040	SGZ53145.1	Candida_intermedia@Seq_4098
OG0003041	SGZ53147.1	Candida_intermedia@Seq_877
OG0003042	SGZ53149.1	Candida_intermedia@Seq_689
OG0003043	SGZ53154.1	Candida_intermedia@Seq_2235
OG0003044	SGZ53159.1	Candida_intermedia@Seq_436
OG0003045	SGZ53160.1	Candida_intermedia@Seq_3329
OG0003046	SGZ53163.1	Candida_intermedia@Seq_3505
OG0003047	SGZ53165.1	Candida_intermedia@Seq_4289
OG0003048	SGZ53167.1	Candida_intermedia@Seq_3778
OG0003049	SGZ53169.1	Candida_intermedia@Seq_5382
OG0003050	SGZ53171.1	Candida_intermedia@Seq_4908
OG0003051	SGZ53173.1	Candida_intermedia@Seq_4812
OG0003052	SGZ53175.1	Candida_intermedia@Seq_3131
OG0003053	SGZ53178.1	Candida_intermedia@Seq_1554
OG0003054	SGZ53180.1	Candida_intermedia@Seq_811
OG0003055	SGZ53182.1	Candida_intermedia@Seq_982
OG0003056	SGZ53184.1	Candida_intermedia@Seq_3244
OG0003057	SGZ53186.1	Candida_intermedia@Seq_4625
OG0003058	SGZ53189.1	Candida_intermedia@Seq_4521
OG0003059	SGZ53191.1	Candida_intermedia@Seq_4184
OG0003060	SGZ53196.1	Candida_intermedia@Seq_3870
OG0003061	SGZ53198.1	Candida_intermedia@Seq_3562
OG0003062	SGZ53200.1	Candida_intermedia@Seq_84
OG0003063	SGZ53203.1	Candida_intermedia@Seq_4353
OG0003064	SGZ53205.1	Candida_intermedia@Seq_2421
OG0003065	SGZ53207.1	Candida_intermedia@Seq_2933
OG0003066	SGZ53209.1	Candida_intermedia@Seq_4970
OG0003067	SGZ53211.1	Candida_intermedia@Seq_1968
OG0003068	SGZ53213.1	Candida_intermedia@Seq_534
OG0003069	SGZ53218.1	Candida_intermedia@Seq_4118
OG0003070	SGZ53222.1	Candida_intermedia@Seq_3077
OG0003071	SGZ53227.1	Candida_intermedia@Seq_3095
OG0003072	SGZ53229.1	Candida_intermedia@Seq_1276
OG0003073	SGZ53231.1	Candida_intermedia@Seq_304
OG0003074	SGZ53233.1	Candida_intermedia@Seq_3978
OG0003075	SGZ53235.1	Candida_intermedia@Seq_5003
OG0003076	SGZ53238.1	Candida_intermedia@Seq_266
OG0003077	SGZ53240.1	Candida_intermedia@Seq_5197
OG0003078	SGZ53242.1	Candida_intermedia@Seq_4446
OG0003079	SGZ53244.1	Candida_intermedia@Seq_1804
OG0003080	SGZ53248.1	Candida_intermedia@Seq_4996
OG0003081	SGZ53250.1	Candida_intermedia@Seq_1454
OG0003082	SGZ53254.1	Candida_intermedia@Seq_4730
OG0003083	SGZ53257.1	Candida_intermedia@Seq_3867
OG0003084	SGZ53259.1	Candida_intermedia@Seq_2754
OG0003085	SGZ53261.1	Candida_intermedia@Seq_2801
OG0003086	SGZ53264.1	Candida_intermedia@Seq_4023
OG0003087	SGZ53266.1	Candida_intermedia@Seq_4509
OG0003088	SGZ53268.1	Candida_intermedia@Seq_4599
OG0003089	SGZ53270.1	Candida_intermedia@Seq_5466
OG0003090	SGZ53272.1	Candida_intermedia@Seq_3281
OG0003091	SGZ53274.1	Candida_intermedia@Seq_894
OG0003092	SGZ53278.1	Candida_intermedia@Seq_5304
OG0003093	SGZ53281.1	Candida_intermedia@Seq_4836
OG0003094	SGZ53283.1	Candida_intermedia@Seq_1142
OG0003095	SGZ53285.1	Candida_intermedia@Seq_5390
OG0003096	SGZ53287.1	Candida_intermedia@Seq_2855
OG0003097	SGZ53291.1	Candida_intermedia@Seq_4783
OG0003098	SGZ53293.1	Candida_intermedia@Seq_1429
OG0003099	SGZ53296.1	Candida_intermedia@Seq_3898
OG0003100	SGZ53298.1	Candida_intermedia@Seq_24
OG0003101	SGZ53300.1	Candida_intermedia@Seq_1226
OG0003102	SGZ53302.1	Candida_intermedia@Seq_2581
OG0003103	SGZ53304.1	Candida_intermedia@Seq_3821
OG0003104	SGZ53306.1	Candida_intermedia@Seq_496
OG0003105	SGZ53309.1	Candida_intermedia@Seq_4997
OG0003106	SGZ53311.1	Candida_intermedia@Seq_2331
OG0003107	SGZ53313.1	Candida_intermedia@Seq_2010
OG0003108	SGZ53315.1	Candida_intermedia@Seq_1898
OG0003109	SGZ53317.1	Candida_intermedia@Seq_2
OG0003110	SGZ53320.1	Candida_intermedia@Seq_179
OG0003111	SGZ53322.1	Candida_intermedia@Seq_1039
OG0003112	SGZ53325.1	Candida_intermedia@Seq_3707
