REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_0959	L-allysine	cytoplasm	-0.40938	0.65887	1	-0.4441	0	Seq_1672,Seq_2013,Seq_3916
s_3117	myo-inositol	endoplasmic reticulum membrane	-0.4133	0.66031	1	-0.47701	0	Seq_5358
s_0362	acetate	cytoplasm	-0.41484	0.66087	12	2.0229	10.1045	Seq_924,Seq_2389,Seq_3997,Seq_3670,Seq_1839,Seq_3263,Seq_687,Seq_2985,Seq_5250,Seq_1436,Seq_1956,Seq_5400,Seq_3913
s_0717	FMNH2	cytoplasm	-0.41504	0.66094	3	1.0243	1.4983	Seq_165,Seq_1952,Seq_5277
s_3759	L-alanine	vacuole	-0.41565	0.66117	1	-0.49678	0	Seq_1936,Seq_4393,Seq_2612
s_3838	Ala-Gly	vacuole	-0.41565	0.66117	1	-0.49678	0	Seq_2612
s_3839	L-glycine	vacuole	-0.41565	0.66117	1	-0.49678	0	Seq_2612
s_3840	Ala-Leu	vacuole	-0.41565	0.66117	1	-0.49678	0	Seq_2612
s_1273	oxaloacetate	mitochondrion	-0.42243	0.66364	2	0.49356	1.1674	Seq_4455,Seq_985,Seq_4315,Seq_3526
s_3126	sn-2-acyl-1-lysophosphatidylinositol (16:1)	endoplasmic reticulum membrane	-0.42429	0.66432	1	-0.56931	0	Seq_820
s_3127	sn-2-acyl-1-lysophosphatidylinositol (18:1)	endoplasmic reticulum membrane	-0.42429	0.66432	1	-0.56931	0	Seq_820
s_0988	L-gamma-glutamyl-L-cysteine	cytoplasm	-0.42443	0.66437	1	-0.5705	0	Seq_837,Seq_2341
s_1307	pantetheine 4'-phosphate	cytoplasm	-0.42682	0.66525	3	0.96705	1.2468	Seq_1412,Seq_152,Seq_4764
s_0279	4-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	-0.43314	0.66754	2	0.42974	1.0241	Seq_2684,Seq_433,Seq_4056
s_0309	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	cytoplasm	-0.43314	0.66754	2	0.42974	1.0241	Seq_2684,Seq_433,Seq_4056
s_0318	5-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	-0.43314	0.66754	2	0.42974	1.0241	Seq_2684,Seq_433,Seq_4056
s_0333	6-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	-0.43314	0.66754	2	0.42974	1.0241	Seq_2684,Seq_433,Seq_4056
s_1158	myo-inositol hexakisphosphate	cytoplasm	-0.43314	0.66754	2	0.42974	1.0241	Seq_2684,Seq_433,Seq_4056
s_0126	1D-myo-inositol 1-phosphate	cytoplasm	-0.43489	0.66818	2	0.41934	0.34893	Seq_2063,Seq_4865
s_1234	O-acetyl-L-serine	cytoplasm	-0.43537	0.66835	2	0.41648	0.38622	Seq_3670,Seq_4792,Seq_1536,Seq_642
s_0017	(R)-4'-phosphopantothenic acid	cytoplasm	-0.43586	0.66853	1	-0.66646	0	Seq_5122,Seq_1646
s_0474	CDP-ethanolamine	cytoplasm	-0.43606	0.6686	1	-0.66812	0	Seq_4521
s_1392	pyridoxal	cytoplasm	-0.43645	0.66875	2	0.41003	0.73465	Seq_1544,Seq_5045
s_0026	(R)-lactate	extracellular	-0.43675	0.66885	1	-0.67391	0	Seq_325,Seq_2449
s_0064	(S)-lactate	extracellular	-0.43675	0.66885	1	-0.67391	0	Seq_325,Seq_2449
s_0065	(S)-lactate	mitochondrion	-0.43675	0.66885	1	-0.67391	0	Seq_325,Seq_2449
s_1400	pyruvate	extracellular	-0.43675	0.66885	1	-0.67391	0	Seq_325,Seq_2449
s_0811	heme a	mitochondrion	-0.44044	0.67019	1	-0.70496	0	Seq_518,Seq_3915,Seq_3351
s_0392	adenosine 3',5'-bismonophosphate	mitochondrion	-0.44059	0.67024	1	-0.70616	0	Seq_2884
s_1222	nicotinic acid D-ribonucleotide	cytoplasm	-0.4408	0.67032	2	0.38413	0.81156	Seq_5449,Seq_3910,Seq_2091
s_1223	nicotinic acid D-ribonucleotide	mitochondrion	-0.4408	0.67032	2	0.38413	0.81156	Seq_5449,Seq_2091
s_1387	PRPP	mitochondrion	-0.4408	0.67032	2	0.38413	0.81156	Seq_5449,Seq_2091
s_0127	1D-myo-inositol 1-phosphate	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0129	1D-myo-inositol 3-phosphate	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0477	ceramide-1 (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0480	ceramide-1 (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0483	ceramide-2 (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0486	ceramide-2 (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0487	ceramide-2' (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0489	ceramide-2' (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0490	ceramide-2' (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0492	ceramide-2' (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0493	ceramide-3 (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0495	ceramide-3 (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0496	ceramide-3 (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0498	ceramide-3 (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0499	ceramide-4 (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0501	ceramide-4 (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0502	ceramide-4 (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184,Seq_1658
s_0504	ceramide-4 (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0861	inositol phosphomannosylinositol phosphoceramide A (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0863	inositol phosphomannosylinositol phosphoceramide A (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0864	inositol phosphomannosylinositol phosphoceramide A (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0866	inositol phosphomannosylinositol phosphoceramide A (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0867	inositol phosphomannosylinositol phosphoceramide B (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0869	inositol phosphomannosylinositol phosphoceramide B (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0870	inositol phosphomannosylinositol phosphoceramide B (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0872	inositol phosphomannosylinositol phosphoceramide B (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0873	inositol phosphomannosylinositol phosphoceramide B' (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0875	inositol phosphomannosylinositol phosphoceramide B' (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0876	inositol phosphomannosylinositol phosphoceramide B' (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0878	inositol phosphomannosylinositol phosphoceramide B' (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0879	inositol phosphomannosylinositol phosphoceramide C (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0881	inositol phosphomannosylinositol phosphoceramide C (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0882	inositol phosphomannosylinositol phosphoceramide C (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0884	inositol phosphomannosylinositol phosphoceramide C (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0885	inositol phosphomannosylinositol phosphoceramide D (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0887	inositol phosphomannosylinositol phosphoceramide D (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0888	inositol phosphomannosylinositol phosphoceramide D (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0890	inositol phosphomannosylinositol phosphoceramide D (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0894	inositol-P-ceramide A (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0896	inositol-P-ceramide A (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0897	inositol-P-ceramide A (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0899	inositol-P-ceramide A (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0900	inositol-P-ceramide B (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0902	inositol-P-ceramide B (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0903	inositol-P-ceramide B (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0905	inositol-P-ceramide B (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0906	inositol-P-ceramide B' (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0908	inositol-P-ceramide B' (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0909	inositol-P-ceramide B' (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0911	inositol-P-ceramide B' (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0912	inositol-P-ceramide C (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0914	inositol-P-ceramide C (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0915	inositol-P-ceramide C (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0917	inositol-P-ceramide C (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0918	inositol-P-ceramide D (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0920	inositol-P-ceramide D (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0921	inositol-P-ceramide D (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_0923	inositol-P-ceramide D (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1109	mannose-(1D-myo-inositol 1-phosphate)2	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1110	mannose-(1D-myo-inositol 1-phosphate)2	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1111	mannose-1D-myo-inositol 1-phosphate	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1112	mannose-1D-myo-inositol 1-phosphate	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1116	mannosylinositol phosphorylceramide A (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1118	mannosylinositol phosphorylceramide A (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1119	mannosylinositol phosphorylceramide A (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1121	mannosylinositol phosphorylceramide A (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1122	mannosylinositol phosphorylceramide B (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1124	mannosylinositol phosphorylceramide B (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1125	mannosylinositol phosphorylceramide B (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1127	mannosylinositol phosphorylceramide B (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1128	mannosylinositol phosphorylceramide B' (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1130	mannosylinositol phosphorylceramide B' (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1131	mannosylinositol phosphorylceramide B' (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1133	mannosylinositol phosphorylceramide B' (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1134	mannosylinositol phosphorylceramide C (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1136	mannosylinositol phosphorylceramide C (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1137	mannosylinositol phosphorylceramide C (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1139	mannosylinositol phosphorylceramide C (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1140	mannosylinositol phosphorylceramide D (C24)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1142	mannosylinositol phosphorylceramide D (C24)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1143	mannosylinositol phosphorylceramide D (C26)	endoplasmic reticulum	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_1145	mannosylinositol phosphorylceramide D (C26)	mitochondrion	-0.44178	0.67068	1	-0.71616	0	Seq_184
s_3092	phosphatidate (1-16:0, 2-16:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_3097	phosphatidate (1-16:1, 2-16:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_3099	phosphatidate (1-18:0, 2-16:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_3101	phosphatidate (1-18:1, 2-16:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_3103	phosphatidate (1-16:0, 2-18:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_3105	phosphatidate (1-16:1, 2-18:1)	mitochondrial membrane	-0.44178	0.67068	1	-0.71616	0	Seq_2170
s_0411	alpha-D-glucosamine 1-phosphate	cytoplasm	-0.4431	0.67115	1	-0.72729	0	Seq_1503
s_1189	N-acetyl-alpha-D-glucosamine 1-phosphate	cytoplasm	-0.4431	0.67115	1	-0.72729	0	Seq_3518,Seq_1503
s_3768	D-ribofuranose 5-phosphate	cytoplasm	-0.44414	0.67153	1	-0.73598	0	Seq_2376
s_1553	urea	extracellular	-0.44544	0.672	1	-0.74695	0	Seq_1676
s_3527	phosphatidate (1-16:0, 2-16:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3528	phosphatidate (1-16:1, 2-16:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3529	phosphatidate (1-18:0, 2-16:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3530	phosphatidate (1-18:1, 2-16:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3531	phosphatidate (1-16:0, 2-18:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3532	phosphatidate (1-16:1, 2-18:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3533	phosphatidate (1-18:0, 2-18:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_3534	phosphatidate (1-18:1, 2-18:1)	cell envelope	-0.44768	0.67281	1	-0.76576	0	Seq_727
s_1555	ureidoglycolic acid	cytoplasm	-0.44897	0.67327	1	-0.77652	0	Seq_5177,Seq_1192,Seq_4084
s_1401	pyruvate	mitochondrion	-0.45008	0.67367	3	0.854	2.203	Seq_4944,Seq_3401,Seq_5187,Seq_2067,Seq_3825,Seq_5498
s_3814	2-deoxy-D-glucose 6-phosphate	cytoplasm	-0.45144	0.67417	1	-0.79733	0	Seq_538,Seq_4348
s_3815	2-deoxy-D-glucose	cytoplasm	-0.45144	0.67417	1	-0.79733	0	Seq_538,Seq_4348
s_4048	glycerol 1-phosphate	cytoplasm	-0.45144	0.67417	1	-0.79733	0	Seq_538,Seq_4348
s_4455	dopamine	cytoplasm	-0.45314	0.67478	3	0.83911	0.26946	Seq_270,Seq_226,Seq_947
s_1199	NAD	endoplasmic reticulum	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582
s_1204	NADH	endoplasmic reticulum	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582
s_3824	Ferricytochrome b5	endoplasmic reticulum	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582
s_3825	Ferrocytochrome b5	endoplasmic reticulum	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582
s_3826	Ferricytochrome b5	mitochondrion	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582,Seq_3089
s_3827	Ferrocytochrome b5	mitochondrion	-0.45532	0.67556	1	-0.82985	0	Seq_1719,Seq_4582,Seq_3089
s_1187	N-(5-phospho-beta-D-ribosyl)anthranilate	cytoplasm	-0.45558	0.67565	2	0.29606	1.3636	Seq_1771,Seq_4247
s_3863	3-hydroxy-2-methylpropanoyl-CoA	mitochondrion	-0.45578	0.67573	1	-0.83376	0	Seq_3376
s_3864	3-hydroxy-2-methylpropanoate	mitochondrion	-0.45578	0.67573	1	-0.83376	0	Seq_3376
s_4211	(2E)-2-methylpropenoyl-CoA	cytoplasm	-0.45578	0.67573	1	-0.83376	0	Seq_3376
s_4270	(3S)-hydroxybutanoyl-CoA	cytoplasm	-0.45578	0.67573	1	-0.83376	0	Seq_3376
s_3859	4-nitrophenyl phosphate	cytoplasm	-0.45772	0.67642	1	-0.85004	0	Seq_5038
s_3860	4-nitrophenol	cytoplasm	-0.45772	0.67642	1	-0.85004	0	Seq_5038
s_1188	N-[(R)-4-phosphonopantothenoyl]-L-cysteine	cytoplasm	-0.45783	0.67646	3	0.81633	1.4686	Seq_1646,Seq_152,Seq_4764
s_0725	fumarate	cytoplasm	-0.4587	0.67677	4	1.0748	1.9793	Seq_1799,Seq_4706,Seq_5428,Seq_4963,Seq_165,Seq_3591,Seq_5277
s_0978	L-aspartate 4-semialdehyde	cytoplasm	-0.46124	0.67769	1	-0.87962	0	Seq_3667,Seq_3087
s_2882	butyrate	peroxisome	-0.46124	0.67769	1	-0.87962	0	Seq_126,Seq_2848,Seq_4716
s_2883	hexanoate	peroxisome	-0.46124	0.67769	1	-0.87962	0	Seq_126,Seq_2848,Seq_4716
s_1208	NADP(+)	endoplasmic reticulum	-0.46193	0.67793	2	0.25826	2.0109	Seq_3345,Seq_486,Seq_3077,Seq_1658,Seq_3416
s_1213	NADPH	endoplasmic reticulum	-0.46193	0.67793	2	0.25826	2.0109	Seq_3345,Seq_486,Seq_3077,Seq_1658,Seq_3416
s_1367	phytosphingosine 1-phosphate	endoplasmic reticulum	-0.46234	0.67808	3	0.79441	0.63934	Seq_4125,Seq_1149,Seq_2195
s_1446	sphinganine 1-phosphate	endoplasmic reticulum	-0.46234	0.67808	3	0.79441	0.63934	Seq_4125,Seq_1149,Seq_2195
s_3855	iron(3+)	mitochondrion	-0.46278	0.67824	1	-0.8925	0	Seq_4429
s_1159	myo-inositol hexakisphosphate	nucleus	-0.46341	0.67846	1	-0.8978	0	Seq_559
s_3888	Dolichyl diphosphate	endoplasmic reticulum	-0.46492	0.67901	1	-0.91052	0	Seq_5096,Seq_1428
s_4025	UDP-N-acetyl-alpha-D-glucosamine	Golgi	-0.46531	0.67914	1	-0.91374	0	Seq_3123
s_0329	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	endoplasmic reticulum	-0.46585	0.67934	1	-0.91831	0	Seq_4747,Seq_5334
s_0331	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	endoplasmic reticulum	-0.46585	0.67934	1	-0.91831	0	Seq_5334
s_0363	acetate	endoplasmic reticulum	-0.46585	0.67934	1	-0.91831	0	Seq_5334
s_3760	ADP-D-ribose 1''-phosphate	cytoplasm	-0.46626	0.67949	1	-0.92174	0	Seq_2437,Seq_850
s_3865	sterols	extracellular	-0.46711	0.67979	1	-0.92889	0	Seq_2371,Seq_5108
s_3866	sterols	cytoplasm	-0.46711	0.67979	1	-0.92889	0	Seq_2371,Seq_5108
s_0766	glycerol	extracellular	-0.46927	0.68056	1	-0.94699	0	Seq_847,Seq_281
s_0312	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	cytoplasm	-0.47165	0.68141	1	-0.96702	0	Seq_525,Seq_1789
s_0403	AICAR	cytoplasm	-0.47165	0.68141	1	-0.96702	0	Seq_525,Seq_5428,Seq_1054
s_0550	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate	cytoplasm	-0.47165	0.68141	1	-0.96702	0	Seq_525,Seq_4334
s_0703	fecosterol	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_1572	zymosterol	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3659	episteryl palmitoleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3660	episterol	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3661	episteryl oleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3662	fecosteryl palmitoleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3663	fecosteryl oleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3664	lanosteryl palmitoleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3665	lanosterol	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3666	lanosteryl oleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3667	zymosteryl palmitoleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3668	zymosteryl oleate	lipid particle	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3669	zymosteryl palmitoleate	cell envelope	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_3670	zymosteryl oleate	cell envelope	-0.47618	0.68303	1	-1.005	0	Seq_1439
s_4306	3-dimethylallyl-4-hydroxyphenylpyruvate	cytoplasm	-0.47865	0.68391	2	0.15861	0.1065	Seq_2313,Seq_2963
s_4307	3-Dimethylallyl-4-hydroxymandelic acid	cytoplasm	-0.47865	0.68391	2	0.15861	0.1065	Seq_2313,Seq_2963
s_4132	acetoacetate	cytoplasm	-0.48101	0.68474	3	0.70365	2.7492	Seq_1891,Seq_1686,Seq_3768
s_4511	N,N'-diacetylchitobiose	cytoplasm	-0.4862	0.68659	1	-1.0891	0	Seq_2508,Seq_1063
s_4515	vanillate	cytoplasm	-0.48744	0.68703	1	-1.0995	0	Seq_4258
s_4516	4-hydroxy 3-methoxybenzaldehyde	cytoplasm	-0.48744	0.68703	1	-1.0995	0	Seq_4258
s_0322	5-methyltetrahydrofolate	cytoplasm	-0.49064	0.68816	1	-1.1264	0	Seq_4816,Seq_5278,Seq_489
s_0123	1D-myo-inositol 1,3,4,5-tetrakisphosphate	nucleus	-0.49094	0.68827	1	-1.129	0	Seq_5073
s_0124	1D-myo-inositol 1,4,5,6-tetrakisphosphate	nucleus	-0.49094	0.68827	1	-1.129	0	Seq_5073
s_0125	1D-myo-inositol 1,4,5-trisphosphate	nucleus	-0.49094	0.68827	1	-1.129	0	Seq_5073,Seq_4445
s_3684	glycerol	lipid particle	-0.49187	0.6886	1	-1.1368	0	Seq_3836
s_0192	3',5'-cyclic AMP	cytoplasm	-0.4931	0.68903	2	0.072548	1.8621	Seq_1484,Seq_4515,Seq_2832
s_3496	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3499	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3501	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3503	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3505	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3507	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3509	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3511	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)	cytoplasm	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_4445,Seq_3663
s_3535	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3537	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3538	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3539	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3540	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3541	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3542	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3543	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	cell envelope	-0.49384	0.68929	2	0.068149	0.40685	Seq_3335,Seq_3663
