REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_0940	isocitrate	cytoplasm	2.7909	0.0026281	2	10.7311	1.4563	Seq_3508,Seq_4931,Seq_1208,Seq_194,Seq_4932,Seq_5163
s_1482	tetracosanoyl-CoA	peroxisome	2.7656	0.002841	5	7.6486	3.1609	Seq_73,Seq_4462,Seq_200,Seq_3237,Seq_2351
s_2879	icosanoyl-CoA	peroxisome	2.7656	0.002841	5	7.6486	3.1609	Seq_73,Seq_4462,Seq_200,Seq_3237,Seq_2351
s_2881	docosanoyl-CoA	peroxisome	2.7656	0.002841	5	7.6486	3.1609	Seq_73,Seq_4462,Seq_200,Seq_3237,Seq_2351
s_1279	oxygen	peroxisome	2.759	0.0028992	3	9.0669	3.8028	Seq_5520,Seq_73,Seq_2351
s_1235	O-acetylcarnitine	cytoplasm	2.7587	0.0029013	2	10.6359	1.479	Seq_1407,Seq_4376,Seq_4174
s_0365	acetate	mitochondrion	2.658	0.0039299	4	7.9965	6.8812	Seq_924,Seq_4679,Seq_3997,Seq_3177,Seq_5400
s_0184	2-oxoglutarate	peroxisome	2.6376	0.0041746	2	10.2772	2.0983	Seq_4931,Seq_4704,Seq_4932
s_0823	hexadec-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_1513	trans-hexacos-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_1516	trans-octadec-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2886	but-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2887	trans-hex-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2888	trans-oct-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2889	trans-icos-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2890	trans-docos-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2891	trans-tetracos-2-enoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2892	trans-2,cis-9-hexadecadienoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2894	trans-2,cis-7-tetradecadienoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2897	trans-2,cis-9-octadecadienoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_2899	trans-2,cis-7-hexadecadienoyl-CoA	peroxisome	2.606	0.0045804	3	8.7004	3.5952	Seq_73,Seq_5003,Seq_2351
s_0180	2-oxoglutarate	cytoplasm	2.5929	0.0047589	14	5.3602	5.1082	Seq_1203,Seq_4931,Seq_224,Seq_2549,Seq_3845,Seq_4947,Seq_3452,Seq_2193,Seq_3641,Seq_584,Seq_535,Seq_177,Seq_650,Seq_985,Seq_1395,Seq_4704,Seq_3825,Seq_2494,Seq_2022,Seq_2669,Seq_4856,Seq_4414,Seq_4831,Seq_5071,Seq_1385,Seq_4932,Seq_3632,Seq_3482,Seq_4254
s_0853	indole-3-acetate	cytoplasm	2.5768	0.0049864	2	10.097	3.5562	Seq_3997,Seq_5250,Seq_3858
s_2893	cis-tetradec-7-enoyl-CoA	peroxisome	2.5727	0.0050458	3	8.6206	3.5635	Seq_73,Seq_4462,Seq_2351
s_2895	cis-dodec-5-enoyl-CoA	peroxisome	2.5727	0.0050458	3	8.6206	3.5635	Seq_73,Seq_4462,Seq_2351
s_2898	cis-hexadec-7-enoyl-CoA	peroxisome	2.5727	0.0050458	3	8.6206	3.5635	Seq_73,Seq_4462,Seq_2351
s_2900	cis-tetradec-5-enoyl-CoA	peroxisome	2.5727	0.0050458	3	8.6206	3.5635	Seq_73,Seq_4462,Seq_2351
s_3897	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_3898	D-mannose 6-phosphate	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_3899	D-Glycerate	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_3900	alpha-D-mannoside	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_3901	alpha-D-mannopyranose	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_3902	non glycosylated sugar acceptor	vacuole	2.5668	0.0051328	1	13.2274	0	Seq_4225
s_0570	D-glyceraldehyde	cytoplasm	2.5124	0.0059957	6	6.7401	6.2599	Seq_2193,Seq_4943,Seq_1351,Seq_5250,Seq_4948,Seq_5221,Seq_3482,Seq_4254
s_0555	D-fructose 1,6-bisphosphate	cytoplasm	2.4988	0.0062313	1	12.9422	0	Seq_1807,Seq_4943,Seq_2122,Seq_4965
s_1076	lauroyl-CoA	peroxisome	2.4715	0.0067278	9	5.8926	4.5196	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1179	myristoyl-CoA	peroxisome	2.4715	0.0067278	9	5.8926	4.5196	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1305	palmitoyl-CoA	peroxisome	2.4715	0.0067278	9	5.8926	4.5196	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1457	stearoyl-CoA	peroxisome	2.4715	0.0067278	9	5.8926	4.5196	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_0021	(R)-carnitine	cytoplasm	2.4594	0.0069583	5	7.0745	3.5751	Seq_1407,Seq_127,Seq_4376,Seq_4174,Seq_1475,Seq_1600,Seq_2532,Seq_517
s_0275	4-aminobutanal	mitochondrion	2.42	0.0077612	1	12.6116	0	Seq_3997
s_0738	gamma-aminobutyrate	mitochondrion	2.42	0.0077612	1	12.6116	0	Seq_3997
s_0854	indole-3-acetate	mitochondrion	2.42	0.0077612	1	12.6116	0	Seq_3997
s_0239	3-oxodecanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_0243	3-oxohexacosanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_0247	3-oxolauroyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_0250	3-oxooctadecanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_0253	3-oxopalmitoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_0257	3-oxotetradecanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2914	acetoacetyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2915	3-oxohexanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2916	3-oxooctanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2917	3-oxoicosanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2918	3-oxodocosanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2919	3-oxotetracosanoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2920	3-oxo-cis-hexadec-9-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2921	3-oxo-cis-tetradec-7-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2922	3-oxo-cis-dodec-5-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2923	3-oxo-cis-octadec-9-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2924	3-oxo-cis-hexadec-7-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_2925	3-oxo-cis-tetradec-5-enoyl-CoA	peroxisome	2.4125	0.0079226	2	9.6104	0.16935	Seq_4462,Seq_5003
s_3965	(S)-Methylmalonate semialdehyde	cytoplasm	2.3966	0.0082733	3	8.1988	0.79941	Seq_5250,Seq_1783,Seq_2060
s_1203	NADH	cytoplasm	2.3292	0.0099237	29	4.2697	6.7843	Seq_3659,Seq_1403,Seq_801,Seq_594,Seq_224,Seq_2549,Seq_3997,Seq_3898,Seq_2885,Seq_177,Seq_784,Seq_5483,Seq_3087,Seq_2189,Seq_4567,Seq_192,Seq_2297,Seq_1427,Seq_4920,Seq_3263,Seq_2272,Seq_80,Seq_3982,Seq_1471,Seq_5250,Seq_2497,Seq_4382,Seq_376,Seq_718,Seq_1783,Seq_4258,Seq_3137,Seq_3314,Seq_3341,Seq_3695,Seq_3310,Seq_1558,Seq_1235,Seq_2552,Seq_2315,Seq_2060,Seq_5357,Seq_2923,Seq_305,Seq_4154,Seq_4254,Seq_5269,Seq_1373,Seq_3635,Seq_4855,Seq_5413,Seq_3266,Seq_3980,Seq_5091,Seq_2881,Seq_123,Seq_2092,Seq_2096,Seq_2223,Seq_2525,Seq_2631,Seq_2662,Seq_3354,Seq_3411,Seq_3441,Seq_3674,Seq_4037,Seq_4394,Seq_4449,Seq_4478,Seq_4873,Seq_532,Seq_5399,Seq_5435,Seq_598,Seq_843
s_0773	glycogen	cytoplasm	2.3111	0.010414	4	7.2737	2.7327	Seq_2541,Seq_819,Seq_952,Seq_188
s_0025	(R)-lactate	cytoplasm	2.2876	0.011081	2	9.2406	10.7968	Seq_325,Seq_3851,Seq_5258,Seq_2449
s_0840	hydrogen peroxide	peroxisome	2.2814	0.011261	4	7.2119	4.8379	Seq_5520,Seq_73,Seq_5138,Seq_3267,Seq_2351
s_0819	hexacosanoyl-CoA	peroxisome	2.27	0.011605	4	7.188	3.4507	Seq_73,Seq_200,Seq_3237,Seq_2351
s_4181	D-arabinitol	cytoplasm	2.222	0.013141	3	7.7804	8.5808	Seq_2193,Seq_3314,Seq_3482,Seq_4254
s_0578	D-xylose	cytoplasm	2.2205	0.013192	3	7.7768	8.5846	Seq_1183,Seq_2193,Seq_2026,Seq_4936,Seq_3482,Seq_4254,Seq_3104
s_0941	isocitrate	mitochondrion	2.2171	0.013307	1	11.7609	0	Seq_3508,Seq_4931,Seq_1869,Seq_4432,Seq_194,Seq_4932,Seq_5163
s_0942	isocitrate	peroxisome	2.2171	0.013307	1	11.7609	0	Seq_4931,Seq_4932
s_1211	NADP(+)	peroxisome	2.2171	0.013307	1	11.7609	0	Seq_4931,Seq_5178,Seq_4932
s_1215	NADPH	peroxisome	2.2171	0.013307	1	11.7609	0	Seq_4931,Seq_5178,Seq_4932
s_3862	alpha-D-Galactose	cytoplasm	2.1452	0.015967	4	6.9282	6.3939	Seq_2479,Seq_1935,Seq_3332,Seq_4294
s_1198	NAD	cytoplasm	2.132	0.016504	32	4.0237	6.5224	Seq_3659,Seq_1403,Seq_801,Seq_594,Seq_224,Seq_2549,Seq_3997,Seq_3898,Seq_2562,Seq_5016,Seq_2885,Seq_177,Seq_784,Seq_5483,Seq_3087,Seq_2189,Seq_4567,Seq_3910,Seq_192,Seq_2297,Seq_1427,Seq_4920,Seq_3263,Seq_2272,Seq_80,Seq_3982,Seq_1471,Seq_5250,Seq_1519,Seq_2497,Seq_4382,Seq_511,Seq_376,Seq_718,Seq_1783,Seq_4258,Seq_3137,Seq_3314,Seq_3341,Seq_3695,Seq_3310,Seq_1558,Seq_1235,Seq_2552,Seq_2315,Seq_2060,Seq_5357,Seq_2923,Seq_305,Seq_4154,Seq_4254,Seq_5269,Seq_1373,Seq_3635,Seq_4855,Seq_5413,Seq_3266,Seq_3980,Seq_5091,Seq_2881,Seq_123,Seq_2092,Seq_2096,Seq_2223,Seq_2525,Seq_2631,Seq_2662,Seq_3354,Seq_3411,Seq_3441,Seq_3674,Seq_4037,Seq_4394,Seq_4449,Seq_4478,Seq_4873,Seq_532,Seq_5399,Seq_5435,Seq_598,Seq_843
s_0605	decanoyl-CoA	peroxisome	2.1292	0.016621	7	5.8075	5.0942	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1258	octanoyl-CoA	peroxisome	2.1292	0.016621	7	5.8075	5.0942	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_4293	lactose	cytoplasm	2.0889	0.018357	1	11.2231	0	Seq_1122
s_3830	RX	endoplasmic reticulum	2.0574	0.019822	2	8.5591	4.7427	Seq_1026,Seq_4113,Seq_4819
s_3831	glutathione	endoplasmic reticulum	2.0574	0.019822	2	8.5591	4.7427	Seq_1026,Seq_4113,Seq_4819
s_3832	HX	endoplasmic reticulum	2.0574	0.019822	2	8.5591	4.7427	Seq_1026,Seq_4113,Seq_4819
s_3833	R-S-glutathione	endoplasmic reticulum	2.0574	0.019822	2	8.5591	4.7427	Seq_1026,Seq_4113,Seq_4819
s_1265	oleoyl-CoA	peroxisome	2.0328	0.021035	8	5.4429	4.6113	Seq_945,Seq_73,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_2854	palmitoleoyl-CoA(4-)	peroxisome	2.0328	0.021035	8	5.4429	4.6113	Seq_945,Seq_73,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_2926	cis-dec-3-enoyl-CoA	peroxisome	2.014	0.022005	2	8.4304	1.4994	Seq_4462,Seq_5441
s_2927	cis-dodec-3-enoyl-CoA	peroxisome	2.014	0.022005	2	8.4304	1.4994	Seq_4462,Seq_5441
s_0567	D-glucose 1-phosphate	cytoplasm	1.9727	0.024267	4	6.5687	3.0082	Seq_3460,Seq_4468,Seq_2860,Seq_952
s_0989	L-glucitol	cytoplasm	1.9631	0.024815	1	10.6954	0	Seq_1183,Seq_2189,Seq_4936
s_1043	L-sorbose	cytoplasm	1.9631	0.024815	1	10.6954	0	Seq_1183,Seq_2189,Seq_5357,Seq_2923,Seq_4936
s_3861	L-iditol	cytoplasm	1.9631	0.024815	1	10.6954	0	Seq_2189
s_0765	glycerol	cytoplasm	1.9476	0.025734	8	5.3176	5.7202	Seq_847,Seq_5067,Seq_2193,Seq_538,Seq_1351,Seq_281,Seq_1883,Seq_4948,Seq_5221,Seq_3482,Seq_4254,Seq_4348
s_1200	NAD	mitochondrion	1.942	0.026067	10	5.014	7.3152	Seq_3000,Seq_5046,Seq_3016,Seq_899,Seq_518,Seq_3997,Seq_5119,Seq_370,Seq_625,Seq_1802,Seq_5016,Seq_2734,Seq_4922,Seq_5483,Seq_2067,Seq_4455,Seq_4799,Seq_1271,Seq_1427,Seq_1684,Seq_1869,Seq_80,Seq_4208,Seq_5200,Seq_4432,Seq_5180,Seq_3915,Seq_3351,Seq_1719,Seq_4582,Seq_3089,Seq_165,Seq_4855,Seq_5413,Seq_3266,Seq_5277
s_1205	NADH	mitochondrion	1.942	0.026067	10	5.014	7.3152	Seq_3000,Seq_5046,Seq_3016,Seq_899,Seq_518,Seq_3997,Seq_5119,Seq_370,Seq_625,Seq_1802,Seq_2734,Seq_4922,Seq_5483,Seq_2067,Seq_4455,Seq_4799,Seq_1271,Seq_1427,Seq_1684,Seq_1869,Seq_80,Seq_4208,Seq_5200,Seq_4432,Seq_5180,Seq_3915,Seq_3351,Seq_1719,Seq_4582,Seq_3089,Seq_165,Seq_4855,Seq_5413,Seq_3266,Seq_5277
s_4184	3-oxopropanoate	cytoplasm	1.9245	0.027146	4	6.4683	2.4689	Seq_3452,Seq_1783,Seq_2060,Seq_3632
s_1458	succinate	cytoplasm	1.8865	0.029617	8	5.2278	4.0741	Seq_878,Seq_3659,Seq_1208,Seq_4706,Seq_1395,Seq_4879,Seq_2985,Seq_165,Seq_4831,Seq_1686,Seq_1385,Seq_4154,Seq_5277
s_4190	trans-2,cis-9-octadecadienoyl-CoA	cytoplasm	1.8157	0.034707	2	7.8433	4.1471	Seq_945,Seq_2834
s_4191	(9Z,12Z)-octadecadienoate	cytoplasm	1.8157	0.034707	2	7.8433	4.1471	Seq_945,Seq_2834
s_0042	(R)-3-hydroxydecanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0045	(S)-3-hydroxyhexacosanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0048	(R)-3-hydroxylauroyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0051	(S)-3-hydroxypalmitoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0054	(S)-3-hydroxytetradecanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0229	3-hydroxyoctadecanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2902	(R)-3-hydroxybutanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2903	(R)-3-hydroxyhexanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2904	(R)-3-hydroxyoctanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2905	(R)-3-hydroxyicosanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2906	(R)-3-hydroxydocosanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2907	(R)-3-hydroxytetracosanoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2908	(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2909	(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2910	(R)-3-hydroxy-cis-dodec-5-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2911	(R)-3-hydroxy-cis-octadec-9-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2912	(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_2913	(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA	peroxisome	1.733	0.041545	1	9.7302	0	Seq_5003
s_0062	(S)-lactaldehyde	cytoplasm	1.7194	0.042767	4	6.0412	7.8267	Seq_2193,Seq_3982,Seq_369,Seq_3482,Seq_4254,Seq_5269
s_1210	NADP(+)	mitochondrion	1.7117	0.043478	6	5.3749	5.5257	Seq_4101,Seq_1816,Seq_4931,Seq_2968,Seq_3997,Seq_5483,Seq_2067,Seq_589,Seq_2070,Seq_1707,Seq_2707,Seq_2238,Seq_5180,Seq_4775,Seq_4932
s_1214	NADPH	mitochondrion	1.7117	0.043478	6	5.3749	5.5257	Seq_4101,Seq_1816,Seq_4931,Seq_2968,Seq_3997,Seq_5483,Seq_2067,Seq_589,Seq_2070,Seq_1707,Seq_2707,Seq_2238,Seq_5180,Seq_4775,Seq_4932
s_1541	UDP-D-galactose	cytoplasm	1.7086	0.043763	3	6.5502	7.863	Seq_3460,Seq_2479,Seq_1064,Seq_3332
s_0063	(S)-lactate	cytoplasm	1.6903	0.045481	3	6.5065	8.9993	Seq_325,Seq_3982,Seq_5269,Seq_2449
s_3951	alpha-D-Glucose	cytoplasm	1.6477	0.049709	4	5.8917	4.724	Seq_1160,Seq_758,Seq_1122,Seq_4728
s_3782	cadmium(2+)	cytoplasm	1.5839	0.056608	1	9.1047	0	Seq_3560
s_3783	cadmium(2+)	extracellular	1.5839	0.056608	1	9.1047	0	Seq_3560
s_4269	(S)-3-hydroxy-2-methylpropanoate	cytoplasm	1.5833	0.056679	1	9.102	0	Seq_1783
s_4271	3-hydroxypropanoate	cytoplasm	1.5833	0.056679	1	9.102	0	Seq_1783
s_1202	NAD	peroxisome	1.569	0.058326	2	7.1126	3.7018	Seq_1274,Seq_3963,Seq_5003
s_1206	NADH	peroxisome	1.569	0.058326	2	7.1126	3.7018	Seq_1274,Seq_5003
s_0206	3-(4-hydroxyphenyl)pyruvate	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_0284	4-hydroxy-2-oxoglutarate	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_0677	erythro-4-hydroxy-L-glutamic acid	cytoplasm	1.5097	0.065558	1	8.7935	0	Seq_4704
s_0679	erythro-4-hydroxy-L-glutamic acid	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_0976	L-aspartate	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_0995	L-glutamate	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_1054	L-tyrosine	peroxisome	1.5097	0.065558	1	8.7935	0	Seq_4704
s_4183	propionyl-CoA	cytoplasm	1.4968	0.067221	2	6.8989	1.4325	Seq_572,Seq_2060
s_0410	alpha-D-galactose 1-phosphate	cytoplasm	1.4531	0.073092	3	5.9381	1.4219	Seq_3460,Seq_1935,Seq_4294
s_1020	L-kynurenine	cytoplasm	1.4501	0.073513	1	8.5435	0	Seq_1472,Seq_650,Seq_1295
s_2763	kynurenic acid	cytoplasm	1.4501	0.073513	1	8.5435	0	Seq_650
s_3851	Cyanamide	cytoplasm	1.4394	0.075025	1	8.4983	0	Seq_2348
s_0753	glutathione	vacuole	1.4147	0.078573	5	5.116	4.5687	Seq_398,Seq_1236,Seq_2231,Seq_3160,Seq_3372,Seq_3625,Seq_5017,Seq_5227,Seq_580,Seq_620
s_1473	taurocholic acid	cytoplasm	1.4147	0.078573	5	5.116	4.5687	Seq_398,Seq_1236,Seq_2231,Seq_3160,Seq_3372,Seq_3625,Seq_5017,Seq_5227,Seq_580,Seq_620
s_1474	taurocholic acid	vacuole	1.4147	0.078573	5	5.116	4.5687	Seq_398,Seq_1236,Seq_2231,Seq_3160,Seq_3372,Seq_3625,Seq_5017,Seq_5227,Seq_580,Seq_620
s_0725	fumarate	cytoplasm	1.3868	0.082749	4	5.3483	5.2687	Seq_1799,Seq_4706,Seq_5428,Seq_4963,Seq_165,Seq_3591,Seq_5277
s_0553	D-fructose	cytoplasm	1.3724	0.084968	6	4.7965	4.2835	Seq_4642,Seq_1183,Seq_2189,Seq_1160,Seq_4006,Seq_758,Seq_5357,Seq_2923,Seq_5493,Seq_4936,Seq_4728
s_2884	butanoyl-CoA	peroxisome	1.3492	0.088632	5	4.9932	5.6325	Seq_73,Seq_4462,Seq_126,Seq_2351,Seq_2848,Seq_4716
s_2885	hexanoyl-CoA	peroxisome	1.3492	0.088632	5	4.9932	5.6325	Seq_73,Seq_4462,Seq_126,Seq_2351,Seq_2848,Seq_4716
s_1151	methylglyoxal	cytoplasm	1.3233	0.092875	5	4.9445	7.2081	Seq_2193,Seq_1310,Seq_3982,Seq_5258,Seq_270,Seq_226,Seq_3482,Seq_4254,Seq_5269
s_0687	FAD	cytoplasm	1.3033	0.096243	3	5.579	3.4213	Seq_2282,Seq_165,Seq_5071,Seq_572,Seq_5277
s_0689	FADH2	cytoplasm	1.3033	0.096243	3	5.579	3.4213	Seq_457,Seq_165,Seq_5071,Seq_572,Seq_5277
s_0182	2-oxoglutarate	mitochondrion	1.3015	0.096536	4	5.1706	5.178	Seq_4931,Seq_885,Seq_3016,Seq_5119,Seq_584,Seq_4922,Seq_985,Seq_3825,Seq_2022,Seq_1869,Seq_1772,Seq_4432,Seq_4856,Seq_4414,Seq_4932,Seq_3410
s_4285	2-methyl-3-oxopropanoate	cytoplasm	1.2995	0.09688	1	7.9118	0	Seq_2060
s_4264	3,4-dihydroxymandelic acid	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4266	vanillylmandelic acid	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4471	L-Metanephrine	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4472	L-Normetanephrine	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4473	(R)-adrenaline	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4474	(R)-noradrenaline	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4506	3-methoxytyramine	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4579	2-hydroxy-17beta-estradiol	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4580	2-methoxy-17beta-estradiol	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4581	2-hydroxyestrone	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_4582	2-methoxyestrone	cytoplasm	1.2944	0.097761	1	7.8904	0	Seq_947
s_3834	RX	cytoplasm	1.2904	0.098464	2	6.2875	2.5144	Seq_783,Seq_4352
s_3835	HX	cytoplasm	1.2904	0.098464	2	6.2875	2.5144	Seq_783,Seq_4352
s_3836	R-S-glutathione	cytoplasm	1.2904	0.098464	2	6.2875	2.5144	Seq_783,Seq_4352
s_0816	hexacosanoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1065	laurate	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1073	lauroyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1161	myristate	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1176	myristoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1260	oleate	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237,Seq_1883
s_1262	oleoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1449	stearate	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1454	stearoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_1479	tetracosanoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_2877	palmitoleoyl-CoA(4-)	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_2878	icosanoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_2880	docosanoyl-CoA	cytoplasm	1.2576	0.10426	2	6.1906	2.7353	Seq_200,Seq_3237
s_4306	3-dimethylallyl-4-hydroxyphenylpyruvate	cytoplasm	1.2439	0.10676	2	6.15	3.1475	Seq_2313,Seq_2963
s_4307	3-Dimethylallyl-4-hydroxymandelic acid	cytoplasm	1.2439	0.10676	2	6.15	3.1475	Seq_2313,Seq_2963
