Orthogroup	model_Cint	data_Cint
OG0001034	Seq_1382	SGZ47529.1
OG0001035	Seq_3000	SGZ47531.1
OG0001036	Seq_697	SGZ47536.1
OG0001037	Seq_2573	SGZ47537.1
OG0001038	Seq_281	SGZ47538.1
OG0001039	Seq_1232	SGZ47540.1
OG0001040	Seq_2507	SGZ47541.1
OG0001041	Seq_3984	SGZ47543.1
OG0001042	Seq_3738	SGZ47544.1
OG0001043	Seq_549	SGZ47545.1
OG0001044	Seq_3833	SGZ47546.1
OG0001045	Seq_5148	SGZ47547.1
OG0001046	Seq_3769	SGZ47549.1
OG0001047	Seq_2075	SGZ47551.1
OG0001048	Seq_5140	SGZ47553.1
OG0001049	Seq_4525	SGZ47554.1
OG0001050	Seq_4160	SGZ47556.1
OG0001051	Seq_797	SGZ47559.1
OG0001052	Seq_3759	SGZ47561.1
OG0001053	Seq_5286	SGZ47562.1
OG0001054	Seq_3265	SGZ47564.1
OG0001055	Seq_4217	SGZ47567.1
OG0001057	Seq_3457	SGZ47569.1
OG0001058	Seq_4157	SGZ47572.1
OG0001059	Seq_2319	SGZ47573.1
OG0001060	Seq_3803	SGZ47574.1
OG0001061	Seq_253	SGZ47578.1
OG0001062	Seq_3335	SGZ47581.1
OG0001063	Seq_785	SGZ47583.1
OG0001064	Seq_2779	SGZ47585.1
OG0001065	Seq_3751	SGZ47587.1
OG0001066	Seq_3054	SGZ47588.1
OG0001067	Seq_3217	SGZ47590.1
OG0001068	Seq_4876	SGZ47591.1
OG0001069	Seq_3516	SGZ47593.1
OG0001070	Seq_1510	SGZ47596.1
OG0001071	Seq_5517	SGZ47598.1
OG0001072	Seq_1887	SGZ47599.1
OG0001073	Seq_4930	SGZ47601.1
OG0001074	Seq_2315	SGZ47603.1
OG0001075	Seq_4369	SGZ47604.1
OG0001076	Seq_2636	SGZ47606.1
OG0001077	Seq_2054	SGZ47608.1
OG0001078	Seq_3330	SGZ47612.1
OG0001079	Seq_186	SGZ47614.1
OG0001080	Seq_3254	SGZ47615.1
OG0001081	Seq_3007	SGZ47616.1
OG0001082	Seq_1716	SGZ47618.1
OG0001083	Seq_695	SGZ47619.1
OG0001084	Seq_5228	SGZ47621.1
OG0001085	Seq_4010	SGZ47622.1
OG0001086	Seq_955	SGZ47623.1
OG0001087	Seq_750	SGZ47624.1
OG0001088	Seq_881	SGZ47625.1
OG0001089	Seq_3046	SGZ47628.1
OG0001090	Seq_1305	SGZ47630.1
OG0001091	Seq_4060	SGZ47631.1
OG0001092	Seq_1882	SGZ47633.1
OG0001093	Seq_2901	SGZ47634.1
OG0001094	Seq_3126	SGZ47636.1
OG0001095	Seq_4515	SGZ47638.1
OG0001096	Seq_1500	SGZ47640.1
OG0001097	Seq_1867	SGZ47641.1
OG0001098	Seq_1154	SGZ47643.1
OG0001099	Seq_2018	SGZ47647.1
OG0001100	Seq_584	SGZ47648.1
OG0001101	Seq_3531	SGZ47650.1
OG0001102	Seq_3671	SGZ47652.1
OG0001103	Seq_1676	SGZ47654.1
OG0001104	Seq_5039	SGZ47656.1
OG0001105	Seq_1048	SGZ47659.1
OG0001106	Seq_3894	SGZ47661.1
OG0001107	Seq_3476	SGZ47662.1
OG0001108	Seq_4995	SGZ47663.1
OG0001109	Seq_5316	SGZ47664.1
OG0001110	Seq_5362	SGZ47666.1
OG0001111	Seq_2591	SGZ47667.1
OG0001112	Seq_5010	SGZ47670.1
OG0001113	Seq_1114	SGZ47671.1
OG0001114	Seq_3229	SGZ47673.1
OG0001115	Seq_3879	SGZ47676.1
OG0001116	Seq_149	SGZ47679.1
OG0001117	Seq_3208	SGZ47680.1
OG0001118	Seq_3152	SGZ47682.1
OG0001119	Seq_4215	SGZ47685.1
OG0001120	Seq_4801	SGZ47687.1
OG0001121	Seq_2860	SGZ47688.1
OG0001122	Seq_985	SGZ47689.1
OG0001123	Seq_4482	SGZ47692.1
OG0001124	Seq_2664	SGZ47696.1
OG0001125	Seq_1433	SGZ47697.1
OG0001126	Seq_4811	SGZ47698.1
OG0001127	Seq_5303	SGZ47701.1
OG0001128	Seq_1712	SGZ47703.1
OG0001129	Seq_3489	SGZ47704.1
OG0001130	Seq_1536	SGZ47705.1
OG0001131	Seq_3255	SGZ47708.1
OG0001132	Seq_2296	SGZ47710.1
OG0001133	Seq_317	SGZ47711.1
OG0001134	Seq_4660	SGZ47719.1
OG0001135	Seq_4816	SGZ47721.1
OG0001136	Seq_5165	SGZ47724.1
OG0001137	Seq_4725	SGZ47725.1
OG0001138	Seq_794	SGZ47728.1
OG0001139	Seq_1501	SGZ47729.1
OG0001140	Seq_5002	SGZ47731.1
OG0001141	Seq_2785	SGZ47732.1
OG0001142	Seq_3743	SGZ47735.1
OG0001143	Seq_3644	SGZ47737.1
OG0001144	Seq_3235	SGZ47738.1
OG0001145	Seq_3314	SGZ47739.1
OG0001146	Seq_540	SGZ47742.1
OG0001147	Seq_3176	SGZ47743.1
OG0001148	Seq_3654	SGZ47744.1
OG0001149	Seq_3786	SGZ47746.1
OG0001150	Seq_4843	SGZ47747.1
OG0001151	Seq_4803	SGZ47750.1
OG0001152	Seq_1229	SGZ47752.1
OG0001153	Seq_5186	SGZ47755.1
OG0001154	Seq_2447	SGZ47757.1
OG0001155	Seq_3399	SGZ47758.1
OG0001156	Seq_3812	SGZ47759.1
OG0001157	Seq_4911	SGZ47760.1
OG0001158	Seq_854	SGZ47761.1
OG0001159	Seq_2088	SGZ47763.1
OG0001160	Seq_1934	SGZ47765.1
OG0001161	Seq_1803	SGZ47766.1
OG0001162	Seq_5325	SGZ47768.1
OG0001163	Seq_2026	SGZ47772.1
OG0001164	Seq_5456	SGZ47773.1
OG0001165	Seq_4528	SGZ47774.1
OG0001166	Seq_4006	SGZ47775.1
OG0001167	Seq_799	SGZ47776.1
OG0001168	Seq_683	SGZ47777.1
OG0001169	Seq_3157	SGZ47778.1
OG0001170	Seq_5226	SGZ47780.1
OG0001171	Seq_470	SGZ47781.1
OG0001172	Seq_170	SGZ47782.1
OG0001173	Seq_673	SGZ47783.1
OG0001174	Seq_3854	SGZ47785.1
OG0001175	Seq_2899	SGZ47786.1
OG0001176	Seq_3801	SGZ47788.1
OG0001177	Seq_2668	SGZ47789.1
OG0001178	Seq_1673	SGZ47790.1
OG0001179	Seq_1801	SGZ47792.1
OG0001180	Seq_3194	SGZ47793.1
OG0001181	Seq_5448	SGZ47794.1
OG0001182	Seq_2803	SGZ47795.1
OG0001183	Seq_2179	SGZ47797.1
OG0001184	Seq_2885	SGZ47798.1
OG0001185	Seq_1357	SGZ47801.1
OG0001186	Seq_2195	SGZ47802.1
OG0001187	Seq_4471	SGZ47804.1
OG0001188	Seq_576	SGZ47807.1
OG0001189	Seq_541	SGZ47808.1
OG0001190	Seq_1369	SGZ47810.1
OG0001191	Seq_352	SGZ47811.1
OG0001192	Seq_1697	SGZ47813.1
OG0001193	Seq_586	SGZ47815.1
OG0001194	Seq_1182	SGZ47818.1
OG0001195	Seq_987	SGZ47819.1
OG0001196	Seq_2579	SGZ47821.1
OG0001197	Seq_2016	SGZ47822.1
OG0001198	Seq_5475	SGZ47823.1
OG0001199	Seq_3726	SGZ47824.1
OG0001200	Seq_3064	SGZ47825.1
OG0001201	Seq_4288	SGZ47826.1
OG0001202	Seq_1314	SGZ47828.1
OG0001203	Seq_311	SGZ47830.1
OG0001204	Seq_1706	SGZ47831.1
OG0001205	Seq_2958	SGZ47832.1
OG0001206	Seq_1970	SGZ47833.1
OG0001207	Seq_4096	SGZ47834.1
OG0001208	Seq_1192	SGZ47836.1
OG0001209	Seq_2761	SGZ47838.1
OG0001210	Seq_4475	SGZ47840.1
OG0001211	Seq_5118	SGZ47841.1
OG0001212	Seq_2962	SGZ47845.1
OG0001213	Seq_5064	SGZ47846.1
OG0001214	Seq_85	SGZ47847.1
OG0001215	Seq_1344	SGZ47848.1
OG0001216	Seq_473	SGZ47850.1
OG0001217	Seq_5479	SGZ47854.1
OG0001218	Seq_19	SGZ47856.1
OG0001219	Seq_3829	SGZ47858.1
OG0001220	Seq_4506	SGZ47860.1
OG0001221	Seq_120	SGZ47865.1
OG0001222	Seq_1025	SGZ47866.1
OG0001223	Seq_1045	SGZ47868.1
OG0001224	Seq_3509	SGZ47869.1
OG0001225	Seq_1005	SGZ47871.1
OG0001226	Seq_5149	SGZ47872.1
OG0001227	Seq_2186	SGZ47874.1
OG0001228	Seq_539	SGZ47877.1
OG0001229	Seq_2090	SGZ47878.1
OG0001230	Seq_2158	SGZ47879.1
OG0001231	Seq_2472	SGZ47880.1
OG0001232	Seq_3455	SGZ47882.1
OG0001233	Seq_1295	SGZ47885.1
OG0001234	Seq_1505	SGZ47887.1
OG0001235	Seq_114	SGZ47890.1
OG0001236	Seq_2239	SGZ47891.1
OG0001237	Seq_3549	SGZ47892.1
OG0001238	Seq_33	SGZ47894.1
OG0001239	Seq_1023	SGZ47895.1
OG0001240	Seq_1062	SGZ47896.1
OG0001241	Seq_4154	SGZ47898.1
OG0001242	Seq_1001	SGZ47901.1
OG0001243	Seq_4620	SGZ47902.1
OG0001244	Seq_3824	SGZ47904.1
OG0001245	Seq_1873	SGZ47905.1
OG0001246	Seq_2442	SGZ47907.1
OG0001247	Seq_2844	SGZ47908.1
OG0001248	Seq_9	SGZ47911.1
OG0001249	Seq_3133	SGZ47912.1
OG0001250	Seq_1420	SGZ47914.1
OG0001251	Seq_2826	SGZ47916.1
OG0001252	Seq_4095	SGZ47918.1
OG0001253	Seq_863	SGZ47919.1
OG0001254	Seq_343	SGZ47922.1
OG0001255	Seq_4208	SGZ47924.1
OG0001256	Seq_4810	SGZ47925.1
OG0001257	Seq_5386	SGZ47926.1
OG0001258	Seq_3580	SGZ47929.1
OG0001259	Seq_4079	SGZ47930.1
OG0001260	Seq_4894	SGZ47932.1
OG0001261	Seq_456	SGZ47933.1
OG0001262	Seq_3569	SGZ47935.1
OG0001263	Seq_145	SGZ47937.1
OG0001264	Seq_3439	SGZ47938.1
OG0001265	Seq_2822	SGZ47939.1
OG0001266	Seq_2980	SGZ47943.1
OG0001267	Seq_2096	SGZ47946.1
OG0001268	Seq_3715	SGZ47947.1
OG0001269	Seq_3021	SGZ47950.1
OG0001270	Seq_4724	SGZ47952.1
OG0001271	Seq_3543	SGZ47956.1
OG0001272	Seq_3132	SGZ47958.1
OG0001273	Seq_4858	SGZ47961.1
OG0001274	Seq_3369	SGZ47963.1
OG0001275	Seq_2776	SGZ47964.1
OG0001276	Seq_4556	SGZ47966.1
OG0001277	Seq_762	SGZ47967.1
OG0001278	Seq_3321	SGZ47971.1
OG0001279	Seq_749	SGZ47972.1
OG0001280	Seq_4768	SGZ47973.1
OG0001281	Seq_2125	SGZ47975.1
OG0001282	Seq_218	SGZ47976.1
OG0001283	Seq_4666	SGZ47979.1
OG0001284	Seq_3044	SGZ47982.1
OG0001285	Seq_913	SGZ47986.1
OG0001286	Seq_262	SGZ47987.1
OG0001287	Seq_3722	SGZ47989.1
OG0001288	Seq_3623	SGZ47991.1
OG0001289	Seq_3100	SGZ47994.1
OG0001290	Seq_2853	SGZ47995.1
OG0001291	Seq_2738	SGZ47996.1
OG0001292	Seq_4185	SGZ47998.1
OG0001293	Seq_4452	SGZ47999.1
OG0001294	Seq_3798	SGZ48002.1
OG0001295	Seq_4460	SGZ48003.1
OG0001296	Seq_3796	SGZ48005.1
OG0001297	Seq_4347	SGZ48006.1
OG0001298	Seq_3714	SGZ48009.1
OG0001299	Seq_2071	SGZ48015.1
OG0001300	Seq_1359	SGZ48017.1
OG0001301	Seq_5408	SGZ48018.1
OG0001302	Seq_3982	SGZ48020.1
OG0001303	Seq_759	SGZ48022.1
OG0001304	Seq_4355	SGZ48023.1
OG0001305	Seq_4334	SGZ48026.1
OG0001306	Seq_2394	SGZ48028.1
OG0001307	Seq_5447	SGZ48031.1
OG0001308	Seq_1761	SGZ48033.1
OG0001309	Seq_1358	SGZ48034.1
OG0001310	Seq_157	SGZ48036.1
OG0001311	Seq_3394	SGZ48037.1
OG0001312	Seq_3941	SGZ48039.1
OG0001313	Seq_3880	SGZ48040.1
OG0001314	Seq_4383	SGZ48041.1
OG0001315	Seq_1390	SGZ48043.1
OG0001316	Seq_5280	SGZ48044.1
OG0001317	Seq_4646	SGZ48046.1
OG0001318	Seq_1378	SGZ48047.1
OG0001319	Seq_2203	SGZ48049.1
OG0001320	Seq_2127	SGZ48050.1
OG0001321	Seq_247	SGZ48052.1
OG0001322	Seq_4372	SGZ48054.1
OG0001323	Seq_1884	SGZ48055.1
OG0001324	Seq_1453	SGZ48058.1
OG0001325	Seq_775	SGZ48060.1
OG0001327	Seq_2254	SGZ48073.1
OG0001328	Seq_914	SGZ48079.1
OG0001329	Seq_1091	SGZ48080.1
OG0001330	Seq_5468	SGZ48081.1
OG0001331	Seq_942	SGZ48082.1
OG0001332	Seq_1642	SGZ48085.1
OG0001333	Seq_3065	SGZ48088.1
OG0001334	Seq_1508	SGZ48089.1
OG0001335	Seq_2670	SGZ48091.1
OG0001336	Seq_2685	SGZ48093.1
OG0001337	Seq_735	SGZ48096.1
OG0001338	Seq_223	SGZ48097.1
OG0001339	Seq_3469	SGZ48099.1
OG0001340	Seq_4729	SGZ48102.1
OG0001341	Seq_2526	SGZ48103.1
OG0001342	Seq_4959	SGZ48104.1
OG0001343	Seq_488	SGZ48106.1
OG0001344	Seq_1157	SGZ48109.1
OG0001345	Seq_2500	SGZ48110.1
OG0001346	Seq_105	SGZ48112.1
OG0001347	Seq_2418	SGZ48113.1
OG0001348	Seq_2100	SGZ48114.1
OG0001349	Seq_5097	SGZ48115.1
OG0001350	Seq_2957	SGZ48117.1
OG0001351	Seq_301	SGZ48118.1
OG0001352	Seq_1122	SGZ48119.1
OG0001353	Seq_3539	SGZ48787.1
OG0001354	Seq_2352	SGZ48790.1
OG0001355	Seq_4950	SGZ48794.1
OG0001356	Seq_4512	SGZ48798.1
OG0001357	Seq_1997	SGZ48800.1
OG0001358	Seq_1975	SGZ48802.1
OG0001359	Seq_1343	SGZ48804.1
OG0001360	Seq_4621	SGZ48807.1
OG0001361	Seq_2746	SGZ48809.1
OG0001362	Seq_787	SGZ48811.1
OG0001363	Seq_1751	SGZ48816.1
OG0001364	Seq_3243	SGZ48818.1
OG0001365	Seq_201	SGZ48820.1
OG0001366	Seq_4123	SGZ48822.1
OG0001367	Seq_803	SGZ48824.1
OG0001368	Seq_651	SGZ48826.1
OG0001369	Seq_2502	SGZ48831.1
OG0001370	Seq_1989	SGZ48835.1
OG0001371	Seq_288	SGZ48837.1
OG0001372	Seq_3263	SGZ48839.1
OG0001373	Seq_1383	SGZ48840.1
OG0001374	Seq_3209	SGZ48842.1
OG0001375	Seq_3612	SGZ48844.1
OG0001376	Seq_5240	SGZ48846.1
OG0001377	Seq_142	SGZ48848.1
OG0001378	Seq_3318	SGZ48850.1
OG0001379	Seq_3672	SGZ48852.1
OG0001380	Seq_4680	SGZ48854.1
OG0001381	Seq_5341	SGZ48857.1
OG0001382	Seq_208	SGZ48860.1
OG0001383	Seq_2432	SGZ48862.1
OG0001384	Seq_2849	SGZ48864.1
OG0001385	Seq_4795	SGZ48866.1
OG0001386	Seq_814	SGZ48868.1
OG0001387	Seq_4468	SGZ48871.1
OG0001388	Seq_2091	SGZ48873.1
OG0001389	Seq_5353	SGZ48875.1
OG0001390	Seq_1399	SGZ48879.1
OG0001391	Seq_4819	SGZ48881.1
OG0001392	Seq_2086	SGZ48885.1
OG0001393	Seq_3619	SGZ48887.1
OG0001394	Seq_4403	SGZ48889.1
OG0001395	Seq_4494	SGZ48891.1
OG0001396	Seq_4235	SGZ48894.1
OG0001397	Seq_1590	SGZ48895.1
OG0001398	Seq_4125	SGZ48897.1
OG0001399	Seq_37	SGZ48899.1
OG0001400	Seq_1169	SGZ48901.1
OG0001401	Seq_2539	SGZ48903.1
OG0001402	Seq_1406	SGZ48905.1
OG0001403	Seq_4577	SGZ48907.1
OG0001404	Seq_71	SGZ48911.1
OG0001405	Seq_645	SGZ48912.1
OG0001406	Seq_212	SGZ48914.1
OG0001407	Seq_2804	SGZ48916.1
OG0001408	Seq_1468	SGZ48918.1
OG0001409	Seq_103	SGZ48920.1
OG0001410	Seq_866	SGZ48923.1
OG0001411	Seq_2477	SGZ48925.1
OG0001412	Seq_1551	SGZ48928.1
OG0001413	Seq_299	SGZ48929.1
OG0001414	Seq_5472	SGZ48931.1
OG0001415	Seq_5161	SGZ48933.1
OG0001416	Seq_3433	SGZ48935.1
OG0001417	Seq_3231	SGZ48937.1
OG0001418	Seq_4296	SGZ48939.1
OG0001419	Seq_5392	SGZ48942.1
OG0001420	Seq_4386	SGZ48946.1
OG0001421	Seq_3356	SGZ48949.1
OG0001422	Seq_973	SGZ48951.1
OG0001423	Seq_2079	SGZ48953.1
OG0001424	Seq_5025	SGZ48957.1
OG0001425	Seq_572	SGZ48960.1
OG0001426	Seq_3896	SGZ48962.1
OG0001427	Seq_1528	SGZ48964.1
OG0001428	Seq_3659	SGZ48966.1
OG0001429	Seq_3307	SGZ48968.1
OG0001430	Seq_3110	SGZ48970.1
OG0001431	Seq_4029	SGZ48972.1
OG0001432	Seq_399	SGZ48973.1
OG0001433	Seq_1908	SGZ48976.1
OG0001434	Seq_3175	SGZ48978.1
OG0001435	Seq_383	SGZ48980.1
OG0001436	Seq_297	SGZ48982.1
OG0001437	Seq_3950	SGZ48986.1
OG0001438	Seq_1680	SGZ48988.1
OG0001439	Seq_156	SGZ48990.1
OG0001440	Seq_3328	SGZ48995.1
OG0001441	Seq_4550	SGZ48997.1
OG0001442	Seq_3414	SGZ48999.1
OG0001443	Seq_2733	SGZ49001.1
OG0001444	Seq_3325	SGZ49003.1
OG0001445	Seq_5490	SGZ49007.1
OG0001446	Seq_3755	SGZ49009.1
OG0001447	Seq_1620	SGZ49011.1
OG0001448	Seq_1225	SGZ49014.1
OG0001449	Seq_4639	SGZ49016.1
OG0001450	Seq_2323	SGZ49018.1
OG0001451	Seq_2280	SGZ49022.1
OG0001452	Seq_5438	SGZ49024.1
OG0001453	Seq_1815	SGZ49027.1
OG0001454	Seq_2519	SGZ49029.1
OG0001455	Seq_5136	SGZ49032.1
OG0001456	Seq_2061	SGZ49034.1
OG0001457	Seq_2644	SGZ49037.1
OG0001458	Seq_3059	SGZ49039.1
OG0001459	Seq_2778	SGZ49041.1
OG0001460	Seq_587	SGZ49044.1
OG0001461	Seq_493	SGZ49046.1
OG0001462	Seq_4481	SGZ49047.1
OG0001463	Seq_4755	SGZ49049.1
OG0001464	Seq_3862	SGZ49052.1
OG0001465	Seq_3918	SGZ49053.1
OG0001466	Seq_1726	SGZ49057.1
OG0001467	Seq_3667	SGZ49062.1
OG0001468	Seq_2548	SGZ49064.1
OG0001469	Seq_5246	SGZ49065.1
OG0001470	Seq_2408	SGZ49069.1
OG0001471	Seq_159	SGZ49071.1
OG0001472	Seq_1440	SGZ49073.1
OG0001473	Seq_5273	SGZ49075.1
OG0001474	Seq_1283	SGZ49078.1
OG0001475	Seq_438	SGZ49080.1
OG0001476	Seq_3343	SGZ49081.1
OG0001477	Seq_5027	SGZ49084.1
OG0001478	Seq_1546	SGZ49086.1
OG0001479	Seq_3720	SGZ49088.1
OG0001480	Seq_5168	SGZ49091.1
OG0001481	Seq_1271	SGZ49093.1
OG0001482	Seq_2647	SGZ49095.1
OG0001483	Seq_2618	SGZ49097.1
OG0001484	Seq_1643	SGZ49100.1
OG0001485	Seq_2351	SGZ49103.1
OG0001486	Seq_887	SGZ49105.1
OG0001487	Seq_3635	SGZ49107.1
OG0001488	Seq_3841	SGZ49110.1
OG0001489	Seq_4256	SGZ49112.1
OG0001490	Seq_1474	SGZ49113.1
OG0001491	Seq_2511	SGZ49122.1
OG0001492	Seq_2184	SGZ49124.1
OG0001493	Seq_5115	SGZ49126.1
OG0001494	Seq_3146	SGZ49128.1
OG0001495	Seq_953	SGZ49130.1
OG0001496	Seq_4813	SGZ49136.1
OG0001497	Seq_3807	SGZ49138.1
OG0001498	Seq_422	SGZ49141.1
OG0001499	Seq_1684	SGZ49146.1
OG0001500	Seq_1829	SGZ49148.1
OG0001501	Seq_441	SGZ49150.1
OG0001502	Seq_915	SGZ49154.1
OG0001503	Seq_2114	SGZ49157.1
OG0001504	Seq_2797	SGZ49159.1
OG0001505	Seq_5319	SGZ49163.1
OG0001506	Seq_3731	SGZ49165.1
OG0001507	Seq_2767	SGZ49167.1
OG0001508	Seq_2593	SGZ49170.1
OG0001509	Seq_380	SGZ49172.1
OG0001510	Seq_397	SGZ49175.1
OG0001511	Seq_5500	SGZ49178.1
OG0001512	Seq_1170	SGZ49181.1
OG0001513	Seq_5348	SGZ49184.1
OG0001514	Seq_1782	SGZ49186.1
OG0001515	Seq_1207	SGZ49189.1
OG0001516	Seq_4428	SGZ49192.1
OG0001517	Seq_471	SGZ49194.1
OG0001518	Seq_796	SGZ49196.1
OG0001519	Seq_363	SGZ49198.1
OG0001520	Seq_1885	SGZ49200.1
OG0001521	Seq_1119	SGZ49202.1
OG0001522	Seq_3774	SGZ49204.1
OG0001523	Seq_3998	SGZ49206.1
OG0001524	Seq_1006	SGZ49209.1
OG0001525	Seq_1053	SGZ49216.1
OG0001526	Seq_2446	SGZ49221.1
OG0001527	Seq_4739	SGZ49225.1
OG0001528	Seq_1961	SGZ49229.1
OG0001529	Seq_1014	SGZ49233.1
OG0001530	Seq_3315	SGZ49235.1
OG0001531	Seq_90	SGZ49237.1
OG0001532	Seq_3096	SGZ49240.1
OG0001533	Seq_5356	SGZ49242.1
OG0001534	Seq_4822	SGZ49244.1
OG0001535	Seq_11	SGZ49247.1
OG0001536	Seq_5221	SGZ49249.1
OG0001537	Seq_1256	SGZ49251.1
OG0001538	Seq_678	SGZ49253.1
OG0001539	Seq_414	SGZ49258.1
OG0001540	Seq_2289	SGZ49260.1
OG0001541	Seq_4374	SGZ49264.1
OG0001542	Seq_4840	SGZ49266.1
OG0001543	Seq_4624	SGZ49268.1
OG0001544	Seq_3108	SGZ49270.1
OG0001545	Seq_495	SGZ49273.1
OG0001546	Seq_4546	SGZ49275.1
OG0001547	Seq_4527	SGZ49279.1
OG0001548	Seq_926	SGZ49281.1
OG0001549	Seq_3159	SGZ49287.1
OG0001550	Seq_4990	SGZ49291.1
OG0001551	Seq_2886	SGZ49294.1
OG0001552	Seq_3508	SGZ49296.1
OG0001553	Seq_5365	SGZ49303.1
OG0001554	Seq_36	SGZ49305.1
OG0001555	Seq_4545	SGZ49307.1
OG0001556	Seq_5351	SGZ49308.1
OG0001557	Seq_2782	SGZ49311.1
OG0001558	Seq_1285	SGZ49313.1
OG0001559	Seq_2318	SGZ49315.1
OG0001560	Seq_4175	SGZ49317.1
OG0001561	Seq_5034	SGZ49319.1
OG0001562	Seq_1608	SGZ49322.1
OG0001563	Seq_535	SGZ49324.1
OG0001564	Seq_171	SGZ49328.1
OG0001565	Seq_2467	SGZ49330.1
OG0001566	Seq_2777	SGZ49338.1
OG0001567	Seq_1213	SGZ49341.1
OG0001568	Seq_817	SGZ49343.1
OG0001569	Seq_4094	SGZ49346.1
OG0001570	Seq_4136	SGZ49348.1
OG0001571	Seq_5072	SGZ49350.1
OG0001572	Seq_2494	SGZ49353.1
OG0001573	Seq_323	SGZ49355.1
OG0001574	Seq_3462	SGZ49357.1
OG0001575	Seq_3510	SGZ49359.1
OG0001576	Seq_3670	SGZ49361.1
OG0001577	Seq_703	SGZ49363.1
OG0001578	Seq_502	SGZ49365.1
OG0001579	Seq_1842	SGZ49367.1
OG0001580	Seq_4815	SGZ49369.1
OG0001581	Seq_4539	SGZ49371.1
OG0001582	Seq_4663	SGZ49378.1
OG0001583	Seq_2823	SGZ49380.1
OG0001584	Seq_562	SGZ49383.1
OG0001585	Seq_751	SGZ49385.1
OG0001586	Seq_991	SGZ49388.1
OG0001587	Seq_671	SGZ49390.1
OG0001588	Seq_2645	SGZ49392.1
OG0001589	Seq_2230	SGZ49397.1
OG0001590	Seq_2973	SGZ49399.1
OG0001591	Seq_2279	SGZ49401.1
OG0001592	Seq_3413	SGZ49403.1
OG0001593	Seq_5230	SGZ49406.1
OG0001594	Seq_3552	SGZ49408.1
OG0001595	Seq_4891	SGZ49412.1
OG0001596	Seq_2423	SGZ49414.1
OG0001597	Seq_1657	SGZ49416.1
OG0001598	Seq_406	SGZ49417.1
OG0001599	Seq_2422	SGZ49419.1
OG0001600	Seq_4366	SGZ49422.1
OG0001601	Seq_276	SGZ49424.1
OG0001602	Seq_3845	SGZ49427.1
OG0001603	Seq_162	SGZ49429.1
OG0001604	Seq_907	SGZ49431.1
OG0001605	Seq_4735	SGZ49434.1
OG0001606	Seq_4945	SGZ49437.1
OG0001607	Seq_3139	SGZ49439.1
OG0001608	Seq_1914	SGZ49442.1
OG0001609	Seq_3076	SGZ49444.1
OG0001610	Seq_1662	SGZ49446.1
OG0001611	Seq_1835	SGZ49450.1
OG0001612	Seq_2180	SGZ49452.1
OG0001613	Seq_1466	SGZ49454.1
OG0001614	Seq_2747	SGZ49456.1
OG0001615	Seq_4633	SGZ49459.1
OG0001616	Seq_3872	SGZ49461.1
OG0001617	Seq_5442	SGZ49463.1
OG0001618	Seq_834	SGZ49467.1
OG0001619	Seq_1017	SGZ49469.1
OG0001620	Seq_2687	SGZ49471.1
OG0001621	Seq_5124	SGZ49473.1
OG0001622	Seq_153	SGZ49475.1
OG0001623	Seq_5282	SGZ49482.1
OG0001624	Seq_614	SGZ49486.1
OG0001625	Seq_2643	SGZ49488.1
OG0001626	Seq_658	SGZ49492.1
OG0001627	Seq_4279	SGZ49495.1
OG0001628	Seq_3370	SGZ49497.1
OG0001629	Seq_2003	SGZ49499.1
OG0001630	Seq_4999	SGZ49501.1
OG0001631	Seq_2491	SGZ49503.1
OG0001632	Seq_2134	SGZ49505.1
OG0001633	Seq_1163	SGZ49508.1
OG0001634	Seq_3060	SGZ49510.1
OG0001635	Seq_1028	SGZ49513.1
OG0001636	Seq_4964	SGZ49515.1
OG0001637	Seq_3831	SGZ49517.1
OG0001638	Seq_1127	SGZ49521.1
OG0001639	Seq_499	SGZ49523.1
OG0001640	Seq_1320	SGZ49526.1
OG0001641	Seq_2710	SGZ49529.1
OG0001642	Seq_4743	SGZ49531.1
OG0001643	Seq_1769	SGZ49533.1
OG0001644	Seq_3554	SGZ49535.1
OG0001645	Seq_4020	SGZ49538.1
OG0001646	Seq_4338	SGZ49540.1
OG0001647	Seq_2396	SGZ49542.1
OG0001648	Seq_3062	SGZ49544.1
OG0001649	Seq_2943	SGZ49546.1
OG0001650	Seq_2650	SGZ49548.1
OG0001651	Seq_5399	SGZ49550.1
OG0001652	Seq_4026	SGZ49553.1
OG0001653	Seq_1415	SGZ49555.1
OG0001654	Seq_5048	SGZ49557.1
OG0001655	Seq_3799	SGZ49559.1
OG0001656	Seq_447	SGZ49561.1
OG0001657	Seq_3846	SGZ49563.1
OG0001658	Seq_1115	SGZ49565.1
OG0001659	Seq_971	SGZ49569.1
OG0001660	Seq_2361	SGZ49572.1
OG0001661	Seq_128	SGZ49574.1
OG0001662	Seq_3587	SGZ49579.1
OG0001663	Seq_3897	SGZ49582.1
OG0001664	Seq_280	SGZ49584.1
OG0001665	Seq_5229	SGZ49586.1
OG0001666	Seq_2693	SGZ49589.1
OG0001667	Seq_2066	SGZ49591.1
OG0001668	Seq_4440	SGZ49602.1
OG0001669	Seq_3460	SGZ49604.1
OG0001670	Seq_1007	SGZ49611.1
OG0001671	Seq_5181	SGZ49616.1
OG0001672	Seq_3200	SGZ49618.1
OG0001673	Seq_2828	SGZ49624.1
OG0001674	Seq_4261	SGZ49626.1
OG0001675	Seq_5215	SGZ49629.1
OG0001676	Seq_4818	SGZ49633.1
