rxns	rxnNames	formulas	grRules	subSystems	leloir	oxi_red_path	FC
r_0662	isocitrate lyase	isocitrate[c] => glyoxylate[c] + succinate[c]	Candida_intermedia@Seq_1208	sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01200  Carbon metabolism	0.200607249151082	0.0795450762593758	0.396521447751606
r_0716	malate synthase	acetyl-CoA[c] + glyoxylate[c] + H2O[c] => (S)-malate[c] + coenzyme A[c] + H+[c]	Candida_intermedia@Seq_1577 or Candida_intermedia@Seq_2236	sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01200  Carbon metabolism	0.200607249151082	0.0795450762593758	0.396521447751606
r_1126	citrate transport	(S)-malate[m] + citrate[c] <=> (S)-malate[c] + citrate[m]	Candida_intermedia@Seq_3508		-0.200874268780703	-0.0796394407726171	0.396464119832215
r_0450	fructose-bisphosphate aldolase	D-fructose 1,6-bisphosphate[c] <=> dihydroxyacetone phosphate[c] + glyceraldehyde 3-phosphate[c]	Candida_intermedia@Seq_4943	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	1.0160963773503	0.27253557600053	0.268218234812539
r_0886	phosphofructokinase	ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + D-fructose 1,6-bisphosphate[c] + H+[c]	Candida_intermedia@Seq_1807 or Candida_intermedia@Seq_4965	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	1.0160963773503	0.27253557600053	0.268218234812539
r_1021	succinate dehydrogenase (ubiquinone-6)	succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m]	(Candida_intermedia@Seq_1638 and Candida_intermedia@Seq_3054 and Candida_intermedia@Seq_2772 and Candida_intermedia@Seq_4387) or (Candida_intermedia@Seq_4082 and Candida_intermedia@Seq_3054 and Candida_intermedia@Seq_2772 and Candida_intermedia@Seq_4387)	sce00020  Citrate cycle (TCA cycle) // sce00190  Oxidative phosphorylation // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00015270985332716	0	6.54832304458185e-06
r_1265	succinate-fumarate transport	fumarate[m] + succinate[c] => fumarate[c] + succinate[m]	Candida_intermedia@Seq_4706		0.00015270985332716	0	6.54832304458185e-06
r_3989	phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	phosphatidylcholine (1-16:1, 2-16:1)[erm] => 0.73002 phosphatidylcholine backbone[erm] + 0.50883 C16:1 chain[c]			0.000200641139762035	0	4.98399788392416e-06
r_2489	PE methyltransferase (1-16:1, 2-16:1), ER membrane	S-adenosyl-L-methionine[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm] => H+[erm] + S-adenosyl-L-homocysteine[erm] + phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)[erm]	Candida_intermedia@Seq_1775 or Candida_intermedia@Seq_2713	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	0.000200641139762035	0	4.98399788392416e-06
r_2497	phosphatidyl-N-methylethanolamine methyltransferase (1-16:1, 2-16:1), ER membrane	S-adenosyl-L-methionine[erm] + phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)[erm] => H+[erm] + S-adenosyl-L-homocysteine[erm] + phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)[erm]	Candida_intermedia@Seq_2713	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	0.000200641139762035	0	4.98399788392416e-06
r_2505	phosphatidyl-N,N-dimethylethanolamine methyltransferase (1-16:1, 2-16:1), ER membrane	S-adenosyl-L-methionine[erm] + phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)[erm] => H+[erm] + S-adenosyl-L-homocysteine[erm] + phosphatidylcholine (1-16:1, 2-16:1)[erm]	Candida_intermedia@Seq_2713	sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	0.000200641139762035	0	4.98399788392416e-06
r_0142	adenosine kinase	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]	Candida_intermedia@Seq_4639	sce00230  Purine metabolism	0.0096676357500883	0	1.03437895511627e-07
r_0303	citrate to cis-aconitate(3-), cytoplasmic	citrate[c] <=> cis-aconitate[c] + H2O[c]	Candida_intermedia@Seq_194 or Candida_intermedia@Seq_5163	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.265032455593517	0	3.77312278221724e-09
r_2305	cis-aconitate(3-) to isocitrate	cis-aconitate[c] + H2O[c] <=> isocitrate[c]	Candida_intermedia@Seq_194 or Candida_intermedia@Seq_5163	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.265032455593517	0	3.77312278221724e-09
r_0459	galactose-1-phosphate uridylyltransferase	alpha-D-galactose 1-phosphate[c] + H+[c] + UTP[c] <=> diphosphate[c] + UDP-D-galactose[c]	Candida_intermedia@Seq_3460	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism	0.351147507708298	0	2.84780605073497e-09
r_1071	UDPglucose--hexose-1-phosphate uridylyltransferase	alpha-D-galactose 1-phosphate[c] + UDP-D-glucose[c] <=> D-glucose 1-phosphate[c] + UDP-D-galactose[c]	Candida_intermedia@Seq_3460	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism	0.648852492291702	0	1.5411823339491e-09
r_0569	inorganic diphosphatase	diphosphate[m] + H2O[m] => H+[m] + 2 phosphate[m]	Candida_intermedia@Seq_4976	sce00190  Oxidative phosphorylation	0.903193528365509	0	1.10718242268907e-09
r_2032	pyrophosphate transport	diphosphate[c] <=> diphosphate[m]			0.903193528365509	0	1.10718242268907e-09
r_0458	galactokinase	ATP[c] + D-galactose[c] => ADP[c] + alpha-D-galactose 1-phosphate[c] + H+[c]	Candida_intermedia@Seq_1935 or Candida_intermedia@Seq_4294	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism	1	0	9.99999999e-10
r_1070	UDPglucose 4-epimerase	UDP-D-glucose[c] <=> UDP-D-galactose[c]	Candida_intermedia@Seq_2479 or Candida_intermedia@Seq_3332	Gluconeogenesis // sce00010  Glycolysis // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	-1	0	-1.000000001e-09
r_0888	phosphoglucomutase	D-glucose 6-phosphate[c] <=> D-glucose 1-phosphate[c]	Candida_intermedia@Seq_2860	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00052  Galactose metabolism // sce00230  Purine metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	-0.648852492291702	0.343478663257096	-0.529363251073162
r_0467	glucose-6-phosphate isomerase	D-glucose 6-phosphate[c] <=> D-fructose 6-phosphate[c]	Candida_intermedia@Seq_4227	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	1.06345713302904	-1.06366232199794	-1.00019294333766
r_2196	fatty-acid--CoA ligase (hexadecanoate), ER membrane	coenzyme A[erm] + ATP[erm] + palmitate[erm] <=> palmitoyl-CoA[erm] + AMP[erm] + diphosphate[erm]	Candida_intermedia@Seq_1101	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	0	-2.08529465960984e-05	-20851.9465960984
r_1747	diphosphate transport	diphosphate[c] <=> diphosphate[p]			0	-2.08529465960984e-05	-20851.9465960984
r_3510	palmitate transport, cytoplasm-ER membrane	palmitate[c] <=> palmitate[erm]			0	-2.08529465960984e-05	-20851.9465960984
r_0715	malate dehydrogenase, peroxisomal	(S)-malate[p] + NAD[p] <=> H+[p] + NADH[p] + oxaloacetate[p]	Candida_intermedia@Seq_1274	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0	-0.000145970626172689	-145969.626172689
r_1830	H+ diffusion	H+[c] <=> H+[p]			0	-0.000145970626172689	-145969.626172689
