Var1	Var2	Var3
Seq_5023	Candida_intermedia@Seq_5023	CIC11T00000002426
Seq_3105	Candida_intermedia@Seq_3105	CIC11T00000005143
Seq_2173	Candida_intermedia@Seq_2173	CIC11T00000003039
Seq_2363	Candida_intermedia@Seq_2363	CIC11T00000002900
Seq_4011	Candida_intermedia@Seq_4011	CIC11T00000001999
Seq_218	Candida_intermedia@Seq_218	CIC11T00000004806
Seq_3279	Candida_intermedia@Seq_3279	CIC11T00000005450
Seq_3854	Candida_intermedia@Seq_3854	CIC11T00000003329
Seq_1399	Candida_intermedia@Seq_1399	CIC11T00000003852
Seq_1138	Candida_intermedia@Seq_1138	CIC11T00000001571
Seq_4341	Candida_intermedia@Seq_4341	CIC11T00000002689
Seq_2049	Candida_intermedia@Seq_2049	CIC11T00000002595
Seq_4640	Candida_intermedia@Seq_4640	CIC11T00000004645
Seq_258	Candida_intermedia@Seq_258	CIC11T00000005879
Seq_526	Candida_intermedia@Seq_526	CIC11T00000005041
Seq_3609	Candida_intermedia@Seq_3609	CIC11T00000001760
Seq_4276	Candida_intermedia@Seq_4276	CIC11T00000003738
Seq_1647	Candida_intermedia@Seq_1647	CIC11T00000000264
Seq_1669	Candida_intermedia@Seq_1669	CIC11T00000000279
Seq_4724	Candida_intermedia@Seq_4724	CIC11T00000000280
Seq_4885	Candida_intermedia@Seq_4885	CIC11T00000005621
Seq_670	Candida_intermedia@Seq_670	CIC11T00000002799
Seq_1579	Candida_intermedia@Seq_1579	CIC11T00000001167
Seq_2961	Candida_intermedia@Seq_2961	CIC11T00000001749
Seq_4454	Candida_intermedia@Seq_4454	CIC11T00000002199
Seq_5050	Candida_intermedia@Seq_5050	CIC11T00000005642
Seq_4663	Candida_intermedia@Seq_4663	CIC11T00000005277
Seq_5156	Candida_intermedia@Seq_5156	CIC11T00000003508
Seq_2954	Candida_intermedia@Seq_2954	CIC11T00000002379
Seq_5380	Candida_intermedia@Seq_5380	CIC11T00000004959
Seq_5031	Candida_intermedia@Seq_5031	CIC11T00000002920
Seq_4695	Candida_intermedia@Seq_4695	CIC11T00000002695
Seq_5223	Candida_intermedia@Seq_5223	CIC11T00000000980
Seq_2584	Candida_intermedia@Seq_2584	CIC11T00000004807
Seq_5265	Candida_intermedia@Seq_5265	CIC11T00000005653
Seq_4864	Candida_intermedia@Seq_4864	CIC11T00000000345
Seq_4908	Candida_intermedia@Seq_4908	CIC11T00000000328
Seq_5400	Candida_intermedia@Seq_5400	CIC11T00000005316
Seq_4643	Candida_intermedia@Seq_4643	CIC11T00000003542
Seq_2089	Candida_intermedia@Seq_2089	CIC11T00000004152
Seq_4154	Candida_intermedia@Seq_4154	CIC11T00000000178
Seq_3332	Candida_intermedia@Seq_3332	CIC11T00000003249
Seq_4294	Candida_intermedia@Seq_4294	CIC11T00000005567
Seq_4775	Candida_intermedia@Seq_4775	CIC11T00000005707
Seq_4796	Candida_intermedia@Seq_4796	CIC11T00000005078
Seq_1475	Candida_intermedia@Seq_1475	CIC11T00000003323
Seq_1600	Candida_intermedia@Seq_1600	CIC11T00000002352
Seq_2532	Candida_intermedia@Seq_2532	CIC11T00000001041
Seq_517	Candida_intermedia@Seq_517	CIC11T00000002932
Seq_1077	Candida_intermedia@Seq_1077	CIC11T00000003529
Seq_1249	Candida_intermedia@Seq_1249	CIC11T00000005776
Seq_1764	Candida_intermedia@Seq_1764	CIC11T00000002477
Seq_3911	Candida_intermedia@Seq_3911	CIC11T00000005125
Seq_4278	Candida_intermedia@Seq_4278	CIC11T00000005071
Seq_4658	Candida_intermedia@Seq_4658	CIC11T00000004870
Seq_2799	Candida_intermedia@Seq_2799	CIC11T00000000960
Seq_5112	Candida_intermedia@Seq_5112	CIC11T00000003042
Seq_4194	Candida_intermedia@Seq_4194	CIC11T00000004155
Seq_4675	Candida_intermedia@Seq_4675	CIC11T00000000577
Seq_3913	Candida_intermedia@Seq_3913	CIC11T00000005688
Seq_3539	Candida_intermedia@Seq_3539	CIC11T00000002853
Seq_4851	Candida_intermedia@Seq_4851	CIC11T00000003972
Seq_4456	Candida_intermedia@Seq_4456	CIC11T00000005670
Seq_4948	Candida_intermedia@Seq_4948	CIC11T00000003772
Seq_5221	Candida_intermedia@Seq_5221	CIC11T00000004377
Seq_4932	Candida_intermedia@Seq_4932	CIC11T00000000111
Seq_5169	Candida_intermedia@Seq_5169	CIC11T00000003606
Seq_3410	Candida_intermedia@Seq_3410	CIC11T00000002403
Seq_2137	Candida_intermedia@Seq_2137	CIC11T00000004383
Seq_4014	Candida_intermedia@Seq_4014	CIC11T00000001806
Seq_5337	Candida_intermedia@Seq_5337	CIC11T00000005092
Seq_1872	Candida_intermedia@Seq_1872	CIC11T00000004378
Seq_4082	Candida_intermedia@Seq_4082	CIC11T00000002083
Seq_1776	Candida_intermedia@Seq_1776	CIC11T00000002048
Seq_5163	Candida_intermedia@Seq_5163	CIC11T00000004502
Seq_3448	Candida_intermedia@Seq_3448	CIC11T00000001887
Seq_2339	Candida_intermedia@Seq_2339	CIC11T00000004135
Seq_4495	Candida_intermedia@Seq_4495	CIC11T00000001217
Seq_4744	Candida_intermedia@Seq_4744	CIC11T00000002438
Seq_4471	Candida_intermedia@Seq_4471	CIC11T00000004504
Seq_2834	Candida_intermedia@Seq_2834	CIC11T00000004137
Seq_3645	Candida_intermedia@Seq_3645	CIC11T00000005587
Seq_5123	Candida_intermedia@Seq_5123	CIC11T00000004109
Seq_2351	Candida_intermedia@Seq_2351	CIC11T00000003948
Seq_3632	Candida_intermedia@Seq_3632	CIC11T00000001713
Seq_3940	Candida_intermedia@Seq_3940	CIC11T00000001891
Seq_5235	Candida_intermedia@Seq_5235	CIC11T00000002814
Seq_3256	Candida_intermedia@Seq_3256	CIC11T00000001201
Seq_4649	Candida_intermedia@Seq_4649	Seq_4649
Seq_4965	Candida_intermedia@Seq_4965	CIC11T00000005749
Seq_2484	Candida_intermedia@Seq_2484	CIC11T00000005154
Seq_4549	Candida_intermedia@Seq_4549	CIC11T00000000329
Seq_5425	Candida_intermedia@Seq_5425	CIC11T00000005353
Seq_786	Candida_intermedia@Seq_786	CIC11T00000003361
Seq_4936	Candida_intermedia@Seq_4936	CIC11T00000000932
Seq_4945	Candida_intermedia@Seq_4945	CIC11T00000003667
Seq_3591	Candida_intermedia@Seq_3591	CIC11T00000001117
Seq_3482	Candida_intermedia@Seq_3482	CIC11T00000000433
Seq_4254	Candida_intermedia@Seq_4254	CIC11T00000000893
Seq_5269	Candida_intermedia@Seq_5269	CIC11T00000004642
Seq_2121	Candida_intermedia@Seq_2121	CIC11T00000001564
Seq_2362	Candida_intermedia@Seq_2362	CIC11T00000000277
Seq_2987	Candida_intermedia@Seq_2987	CIC11T00000001275
Seq_4348	Candida_intermedia@Seq_4348	CIC11T00000005816
Seq_1967	Candida_intermedia@Seq_1967	CIC11T00000000920
Seq_2433	Candida_intermedia@Seq_2433	CIC11T00000003886
Seq_4474	Candida_intermedia@Seq_4474	CIC11T00000001997
Seq_980	Candida_intermedia@Seq_980	CIC11T00000005690
Seq_2261	Candida_intermedia@Seq_2261	CIC11T00000001989
Seq_4597	Candida_intermedia@Seq_4597	CIC11T00000004718
Seq_1373	Candida_intermedia@Seq_1373	CIC11T00000004568
Seq_2848	Candida_intermedia@Seq_2848	CIC11T00000001016
Seq_4716	Candida_intermedia@Seq_4716	CIC11T00000003746
Seq_5359	Candida_intermedia@Seq_5359	CIC11T00000000892
Seq_1267	Candida_intermedia@Seq_1267	CIC11T00000003567
Seq_2862	Candida_intermedia@Seq_2862	CIC11T00000005769
Seq_3578	Candida_intermedia@Seq_3578	CIC11T00000005270
Seq_3635	Candida_intermedia@Seq_3635	CIC11T00000002376
Seq_2449	Candida_intermedia@Seq_2449	CIC11T00000001508
Seq_1236	Candida_intermedia@Seq_1236	CIC11T00000001376
Seq_2231	Candida_intermedia@Seq_2231	CIC11T00000005514
Seq_3160	Candida_intermedia@Seq_3160	CIC11T00000003453
Seq_3372	Candida_intermedia@Seq_3372	CIC11T00000001613
Seq_3625	Candida_intermedia@Seq_3625	CIC11T00000000401
Seq_5017	Candida_intermedia@Seq_5017	CIC11T00000004862
Seq_5227	Candida_intermedia@Seq_5227	CIC11T00000004306
Seq_580	Candida_intermedia@Seq_580	CIC11T00000002870
Seq_620	Candida_intermedia@Seq_620	CIC11T00000005789
Seq_2308	Candida_intermedia@Seq_2308	CIC11T00000005087
Seq_5307	Candida_intermedia@Seq_5307	CIC11T00000002198
Seq_4855	Candida_intermedia@Seq_4855	CIC11T00000002281
Seq_5413	Candida_intermedia@Seq_5413	CIC11T00000002197
Seq_4282	Candida_intermedia@Seq_4282	CIC11T00000002860
Seq_2712	Candida_intermedia@Seq_2712	CIC11T00000001563
Seq_3663	Candida_intermedia@Seq_3663	CIC11T00000001467
Seq_2236	Candida_intermedia@Seq_2236	CIC11T00000003096
Seq_2270	Candida_intermedia@Seq_2270	CIC11T00000003321
Seq_3571	Candida_intermedia@Seq_3571	CIC11T00000000908
Seq_1463	Candida_intermedia@Seq_1463	CIC11T00000000725
Seq_3266	Candida_intermedia@Seq_3266	CIC11T00000000463
Seq_1992	Candida_intermedia@Seq_1992	CIC11T00000005862
Seq_2590	Candida_intermedia@Seq_2590	CIC11T00000002360
Seq_3412	Candida_intermedia@Seq_3412	CIC11T00000000321
Seq_3919	Candida_intermedia@Seq_3919	CIC11T00000001738
Seq_4436	Candida_intermedia@Seq_4436	CIC11T00000002437
Seq_5155	Candida_intermedia@Seq_5155	CIC11T00000003818
Seq_2478	Candida_intermedia@Seq_2478	CIC11T00000000296
Seq_766	Candida_intermedia@Seq_766	CIC11T00000003375
Seq_2505	Candida_intermedia@Seq_2505	CIC11T00000002071
Seq_4691	Candida_intermedia@Seq_4691	CIC11T00000003145
Seq_4988	Candida_intermedia@Seq_4988	CIC11T00000005396
Seq_4113	Candida_intermedia@Seq_4113	CIC11T00000002233
Seq_4819	Candida_intermedia@Seq_4819	CIC11T00000004749
Seq_3850	Candida_intermedia@Seq_3850	CIC11T00000003911
Seq_3881	Candida_intermedia@Seq_3881	CIC11T00000000684
Seq_3922	Candida_intermedia@Seq_3922	CIC11T00000004319
Seq_729	Candida_intermedia@Seq_729	CIC11T00000004750
Seq_4526	Candida_intermedia@Seq_4526	CIC11T00000002751
Seq_5277	Candida_intermedia@Seq_5277	CIC11T00000004624
Seq_2575	Candida_intermedia@Seq_2575	CIC11T00000005704
Seq_3014	Candida_intermedia@Seq_3014	CIC11T00000000258
Seq_3415	Candida_intermedia@Seq_3415	CIC11T00000004251
Seq_4473	Candida_intermedia@Seq_4473	CIC11T00000004646
Seq_4781	Candida_intermedia@Seq_4781	CIC11T00000005623
Seq_4832	Candida_intermedia@Seq_4832	CIC11T00000001449
Seq_5327	Candida_intermedia@Seq_5327	CIC11T00000000526
Seq_3980	Candida_intermedia@Seq_3980	CIC11T00000004139
Seq_5091	Candida_intermedia@Seq_5091	CIC11T00000002390
Seq_1779	Candida_intermedia@Seq_1779	CIC11T00000001880
Seq_1743	Candida_intermedia@Seq_1743	CIC11T00000001381
Seq_3768	Candida_intermedia@Seq_3768	CIC11T00000000950
Seq_2881	Candida_intermedia@Seq_2881	CIC11T00000003029
Seq_4900	Candida_intermedia@Seq_4900	CIC11T00000002623
Seq_3085	Candida_intermedia@Seq_3085	CIC11T00000001140
Seq_4512	Candida_intermedia@Seq_4512	CIC11T00000002479
Seq_4252	Candida_intermedia@Seq_4252	CIC11T00000001822
Seq_3864	Candida_intermedia@Seq_3864	CIC11T00000003269
Seq_2293	Candida_intermedia@Seq_2293	CIC11T00000004181
Seq_3104	Candida_intermedia@Seq_3104	Seq_3104
Seq_5458	Candida_intermedia@Seq_5458	CIC11T00000003255
Seq_5218	Candida_intermedia@Seq_5218	CIC11T00000000177
Seq_2963	Candida_intermedia@Seq_2963	CIC11T00000005513
Seq_1204	Candida_intermedia@Seq_1204	CIC11T00000002535
Seq_1370	Candida_intermedia@Seq_1370	CIC11T00000002798
Seq_2990	Candida_intermedia@Seq_2990	CIC11T00000004797
Seq_3884	Candida_intermedia@Seq_3884	CIC11T00000004843
Seq_4552	Candida_intermedia@Seq_4552	Seq_4552
Seq_1067	Candida_intermedia@Seq_1067	CIC11T00000003552
Seq_4527	Candida_intermedia@Seq_4527	CIC11T00000004771
Seq_123	Candida_intermedia@Seq_123	CIC11T00000001464
Seq_1610	Candida_intermedia@Seq_1610	CIC11T00000002106
Seq_2092	Candida_intermedia@Seq_2092	CIC11T00000002590
Seq_2096	Candida_intermedia@Seq_2096	CIC11T00000004368
Seq_2223	Candida_intermedia@Seq_2223	CIC11T00000002468
Seq_2525	Candida_intermedia@Seq_2525	CIC11T00000003581
Seq_2631	Candida_intermedia@Seq_2631	CIC11T00000004877
Seq_2662	Candida_intermedia@Seq_2662	CIC11T00000004397
Seq_3354	Candida_intermedia@Seq_3354	CIC11T00000001875
Seq_3411	Candida_intermedia@Seq_3411	CIC11T00000004729
Seq_3441	Candida_intermedia@Seq_3441	Seq_3441
Seq_3674	Candida_intermedia@Seq_3674	CIC11T00000003629
Seq_4037	Candida_intermedia@Seq_4037	CIC11T00000002039
Seq_4394	Candida_intermedia@Seq_4394	CIC11T00000002298
Seq_4449	Candida_intermedia@Seq_4449	CIC11T00000003053
Seq_4478	Candida_intermedia@Seq_4478	CIC11T00000001057
Seq_4873	Candida_intermedia@Seq_4873	CIC11T00000005620
Seq_532	Candida_intermedia@Seq_532	CIC11T00000003059
Seq_5399	Candida_intermedia@Seq_5399	CIC11T00000003340
Seq_5435	Candida_intermedia@Seq_5435	CIC11T00000001216
Seq_598	Candida_intermedia@Seq_598	CIC11T00000001269
Seq_843	Candida_intermedia@Seq_843	CIC11T00000000769
xyl1	xyl1	CIC11T00000000334
xyl1_2	xyl1_2	CIC11T00000000893
xyl1_3	xyl1_3	CIC11T00000005922
galactitol_dh	galactitol_dh	galactitol_dh
