OG0000000: SGZ51129.1 SGZ51186.1 SGZ53862.1 SGZ54208.1 SGZ54258.1 SGZ55373.1 SGZ56130.1 Seq_1236 Seq_3372 Seq_5017 Seq_5227 Seq_580 Seq_620 Seq_870
OG0000001: SGZ46812.1 SGZ46814.1 SGZ49231.1 SGZ53382.1 SGZ55671.1 SGZ56654.1 Seq_2601 Seq_3361 Seq_3472 Seq_3737 Seq_4080 Seq_5185 Seq_62
OG0000002: SGZ46206.1 SGZ48122.1 SGZ50994.1 SGZ51027.1 SGZ54714.1 SGZ56656.1 Seq_2659 Seq_3594 Seq_3742 Seq_4166 Seq_5494 Seq_665
OG0000003: SGZ47126.1 SGZ50995.1 SGZ52892.1 SGZ54677.1 SGZ54679.1 SGZ57787.1 Seq_3006 Seq_3384 Seq_4153 Seq_5160 Seq_5172
OG0000004: SGZ48124.1 SGZ48781.1 SGZ52899.1 SGZ52900.1 SGZ52902.1 SGZ54826.1 Seq_3427 Seq_3698 Seq_4674 Seq_605 Seq_884
OG0000005: SGZ46210.1 SGZ46718.1 SGZ49663.1 SGZ55088.1 Seq_1204 Seq_1370 Seq_2990 Seq_3884 Seq_4552 Seq_623
OG0000006: SGZ47317.1 SGZ47318.1 SGZ49661.1 SGZ51011.1 SGZ51023.1 SGZ54727.1 SGZ54820.1 SGZ55027.1 SGZ55091.1 SGZ57769.1
OG0000007: SGZ47430.1 SGZ49609.1 SGZ51007.1 SGZ52907.1 SGZ58005.1 Seq_327 Seq_3850 Seq_3881 Seq_3922 Seq_729
OG0000008: SGZ50830.1 SGZ50832.1 SGZ50834.1 SGZ50836.1 SGZ50838.1 SGZ50840.1 SGZ57340.1 Seq_3729 Seq_432 Seq_959
OG0000009: SGZ47032.1 SGZ51017.1 SGZ51025.1 SGZ56633.1 Seq_2366 Seq_2570 Seq_345 Seq_3522 Seq_628
OG0000010: Seq_3238 Seq_3443 Seq_3924 Seq_4088 Seq_4182 Seq_4480 Seq_5211 Seq_5297 Seq_5379
OG0000011: SGZ46237.1 SGZ46503.1 SGZ52304.1 SGZ55250.1 Seq_1939 Seq_2121 Seq_2362 Seq_2987
OG0000012: SGZ46884.1 SGZ47045.1 SGZ52897.1 SGZ57767.1 Seq_2303 Seq_3091 Seq_4275 Seq_566
OG0000013: SGZ47193.1 SGZ47533.1 SGZ50456.1 SGZ54485.1 Seq_1186 Seq_3182 Seq_4404 Seq_997
OG0000014: SGZ54717.1 SGZ54718.1 SGZ54719.1 SGZ54847.1 SGZ58060.1 Seq_1892 Seq_3658 Seq_5020
OG0000015: SGZ46222.1 SGZ46223.1 SGZ46225.1 SGZ47105.1 SGZ51018.1 Seq_4187 Seq_4771
OG0000016: SGZ46997.1 SGZ47033.1 SGZ54835.1 Seq_2028 Seq_3111 Seq_3185 Seq_324
OG0000017: SGZ49796.1 SGZ49807.1 SGZ51830.1 SGZ55205.1 SGZ57804.1 Seq_4587 Seq_4984
OG0000018: SGZ49923.1 SGZ51002.1 SGZ51003.1 SGZ54299.1 Seq_2471 Seq_2870 Seq_3817
OG0000019: SGZ51013.1 SGZ51014.1 SGZ57877.1 SGZ57878.1 Seq_1298 Seq_1881 Seq_5458
OG0000020: SGZ51015.1 SGZ51190.1 SGZ53002.1 SGZ56629.1 Seq_2342 Seq_3290 Seq_3830
OG0000021: SGZ52704.1 SGZ52706.1 SGZ52883.1 SGZ54068.1 Seq_1249 Seq_1764 Seq_4278
OG0000022: SGZ56399.1 SGZ57954.1 SGZ57956.1 SGZ57958.1 Seq_2876 Seq_4194 Seq_4675
OG0000023: SGZ46242.1 SGZ51579.1 SGZ57757.1 Seq_2484 Seq_5425 Seq_786
OG0000024: SGZ46321.1 SGZ47714.1 SGZ52449.1 Seq_3713 Seq_3940 Seq_5235
OG0000025: SGZ46829.1 SGZ53370.1 SGZ53714.1 Seq_2231 Seq_3160 Seq_398
OG0000026: SGZ47212.1 SGZ51008.1 SGZ57990.1 Seq_3014 Seq_4781 Seq_5327
OG0000027: SGZ47413.1 SGZ50618.1 SGZ51197.1 Seq_232 Seq_2953 Seq_5367
OG0000028: SGZ48121.1 SGZ48783.1 SGZ54138.1 Seq_1851 Seq_3792 Seq_4634
OG0000029: SGZ49132.1 SGZ49256.1 SGZ52407.1 Seq_1427 Seq_4855 Seq_5413
OG0000030: SGZ49657.1 SGZ49987.1 SGZ50035.1 Seq_3418 Seq_5531 Seq_818
OG0000031: SGZ49794.1 SGZ49805.1 SGZ51828.1 SGZ55197.1 SGZ55199.1 SGZ55203.1
OG0000032: SGZ49937.1 SGZ49942.1 SGZ57363.1 Seq_4280 Seq_4489 Seq_679
OG0000033: SGZ50191.1 SGZ54938.1 SGZ56686.1 Seq_110 Seq_2193 Seq_4254
OG0000034: SGZ50465.1 SGZ52577.1 SGZ56412.1 Seq_1052 Seq_107 Seq_4687
OG0000035: SGZ51009.1 SGZ52906.1 SGZ54723.1 Seq_4914 Seq_5117 Seq_5366
OG0000036: SGZ51019.1 SGZ54429.1 SGZ56525.1 SGZ56658.1 Seq_4321 Seq_4330
OG0000037: SGZ52890.1 SGZ57316.1 Seq_1315 Seq_2291 Seq_2745 Seq_3097
OG0000038: SGZ53697.1 SGZ54137.1 SGZ56050.1 Seq_1828 Seq_1992 Seq_2590
OG0000039: SGZ54729.1 SGZ56294.1 SGZ58078.1 Seq_1330 Seq_3945 Seq_5485
OG0000040: SGZ54830.1 SGZ56403.1 SGZ56663.1 Seq_127 Seq_1475 Seq_517
OG0000041: SGZ57195.1 SGZ57197.1 SGZ57198.1 Seq_1342 Seq_4717 Seq_981
OG0000042: SGZ46846.1 SGZ57432.1 SGZ57591.1 SGZ57856.1 Seq_355
OG0000043: SGZ47595.1 SGZ50241.1 Seq_2357 Seq_2457 Seq_4649
OG0000044: SGZ47657.1 SGZ47658.1 SGZ52792.1 Seq_1458 Seq_5205
OG0000045: SGZ48071.1 SGZ50998.1 SGZ50999.1 Seq_3028 Seq_755
OG0000046: SGZ48792.1 SGZ57779.1 SGZ57780.1 Seq_1260 Seq_3058
OG0000047: SGZ48812.1 SGZ48814.1 SGZ53927.1 Seq_3521 Seq_713
OG0000048: SGZ49115.1 SGZ49118.1 SGZ52177.1 Seq_2308 Seq_3790
OG0000049: SGZ49211.1 SGZ49213.1 SGZ52735.1 Seq_3 Seq_5134
OG0000050: SGZ49792.1 SGZ49798.1 SGZ49800.1 SGZ51832.1 SGZ55201.1
OG0000051: SGZ50119.1 SGZ51824.1 SGZ51826.1 Seq_2994 Seq_3637
OG0000052: SGZ51940.1 SGZ54843.1 Seq_1897 Seq_2089 Seq_396
OG0000053: SGZ52290.1 SGZ52294.1 SGZ52296.1 SGZ52298.1 Seq_3276
OG0000054: SGZ53423.1 SGZ53425.1 SGZ55227.1 Seq_3205 Seq_4191
OG0000055: SGZ53751.1 SGZ53753.1 SGZ56001.1 Seq_1102 Seq_275
OG0000056: SGZ55716.1 SGZ55718.1 SGZ55720.1 Seq_174 Seq_2402
OG0000057: SGZ56830.1 SGZ56832.1 SGZ56834.1 Seq_2105 Seq_408
OG0000058: SGZ57790.1 SGZ57868.1 SGZ57909.1 Seq_4753 Seq_515
OG0000059: SGZ46214.1 SGZ57784.1 Seq_2102 Seq_3412
OG0001073: SGZ47601.1 Seq_4930
OG0001074: SGZ47603.1 Seq_2315
OG0001075: SGZ47604.1 Seq_4369
OG0001076: SGZ47606.1 Seq_2636
OG0001077: SGZ47608.1 Seq_2054
OG0001078: SGZ47612.1 Seq_3330
OG0001079: SGZ47614.1 Seq_186
OG0001080: SGZ47615.1 Seq_3254
OG0001081: SGZ47616.1 Seq_3007
OG0001082: SGZ47618.1 Seq_1716
OG0001083: SGZ47619.1 Seq_695
OG0001084: SGZ47621.1 Seq_5228
OG0001085: SGZ47622.1 Seq_4010
OG0001086: SGZ47623.1 Seq_955
OG0001087: SGZ47624.1 Seq_750
OG0001088: SGZ47625.1 Seq_881
OG0001089: SGZ47628.1 Seq_3046
OG0001090: SGZ47630.1 Seq_1305
OG0001091: SGZ47631.1 Seq_4060
OG0001092: SGZ47633.1 Seq_1882
OG0001093: SGZ47634.1 Seq_2901
OG0001094: SGZ47636.1 Seq_3126
OG0001095: SGZ47638.1 Seq_4515
OG0001096: SGZ47640.1 Seq_1500
OG0001097: SGZ47641.1 Seq_1867
OG0001098: SGZ47643.1 Seq_1154
OG0001099: SGZ47647.1 Seq_2018
OG0001100: SGZ47648.1 Seq_584
OG0001101: SGZ47650.1 Seq_3531
OG0001102: SGZ47652.1 Seq_3671
OG0001103: SGZ47654.1 Seq_1676
OG0001104: SGZ47656.1 Seq_5039
OG0001105: SGZ47659.1 Seq_1048
OG0001106: SGZ47661.1 Seq_3894
OG0001107: SGZ47662.1 Seq_3476
OG0001108: SGZ47663.1 Seq_4995
OG0001109: SGZ47664.1 Seq_5316
OG0001110: SGZ47666.1 Seq_5362
OG0001111: SGZ47667.1 Seq_2591
OG0001112: SGZ47670.1 Seq_5010
OG0001113: SGZ47671.1 Seq_1114
OG0001114: SGZ47673.1 Seq_3229
OG0001115: SGZ47676.1 Seq_3879
OG0001116: SGZ47679.1 Seq_149
OG0001117: SGZ47680.1 Seq_3208
OG0001118: SGZ47682.1 Seq_3152
OG0001119: SGZ47685.1 Seq_4215
OG0001120: SGZ47687.1 Seq_4801
OG0001121: SGZ47688.1 Seq_2860
OG0001122: SGZ47689.1 Seq_985
OG0001123: SGZ47692.1 Seq_4482
OG0001124: SGZ47696.1 Seq_2664
OG0001125: SGZ47697.1 Seq_1433
OG0001126: SGZ47698.1 Seq_4811
OG0001127: SGZ47701.1 Seq_5303
OG0001128: SGZ47703.1 Seq_1712
OG0001129: SGZ47704.1 Seq_3489
OG0001130: SGZ47705.1 Seq_1536
OG0001131: SGZ47708.1 Seq_3255
OG0001132: SGZ47710.1 Seq_2296
OG0001133: SGZ47711.1 Seq_317
OG0001134: SGZ47719.1 Seq_4660
OG0001135: SGZ47721.1 Seq_4816
OG0001136: SGZ47724.1 Seq_5165
OG0001137: SGZ47725.1 Seq_4725
OG0001138: SGZ47728.1 Seq_794
OG0001139: SGZ47729.1 Seq_1501
OG0001140: SGZ47731.1 Seq_5002
OG0001141: SGZ47732.1 Seq_2785
OG0001142: SGZ47735.1 Seq_3743
OG0001143: SGZ47737.1 Seq_3644
OG0001144: SGZ47738.1 Seq_3235
OG0001145: SGZ47739.1 Seq_3314
OG0001146: SGZ47742.1 Seq_540
OG0001147: SGZ47743.1 Seq_3176
OG0001148: SGZ47744.1 Seq_3654
OG0001149: SGZ47746.1 Seq_3786
OG0001150: SGZ47747.1 Seq_4843
OG0001151: SGZ47750.1 Seq_4803
OG0001152: SGZ47752.1 Seq_1229
OG0001153: SGZ47755.1 Seq_5186
OG0001154: SGZ47757.1 Seq_2447
OG0001155: SGZ47758.1 Seq_3399
OG0001156: SGZ47759.1 Seq_3812
OG0001157: SGZ47760.1 Seq_4911
OG0001158: SGZ47761.1 Seq_854
OG0001159: SGZ47763.1 Seq_2088
OG0001160: SGZ47765.1 Seq_1934
OG0001161: SGZ47766.1 Seq_1803
OG0001162: SGZ47768.1 Seq_5325
OG0001163: SGZ47772.1 Seq_2026
OG0001164: SGZ47773.1 Seq_5456
OG0001165: SGZ47774.1 Seq_4528
OG0001166: SGZ47775.1 Seq_4006
OG0001167: SGZ47776.1 Seq_799
OG0001168: SGZ47777.1 Seq_683
OG0001169: SGZ47778.1 Seq_3157
OG0001170: SGZ47780.1 Seq_5226
OG0001171: SGZ47781.1 Seq_470
OG0001172: SGZ47782.1 Seq_170
OG0001173: SGZ47783.1 Seq_673
OG0001174: SGZ47785.1 Seq_3854
OG0001175: SGZ47786.1 Seq_2899
OG0001176: SGZ47788.1 Seq_3801
OG0001177: SGZ47789.1 Seq_2668
OG0001178: SGZ47790.1 Seq_1673
OG0001179: SGZ47792.1 Seq_1801
OG0001180: SGZ47793.1 Seq_3194
OG0001181: SGZ47794.1 Seq_5448
OG0001182: SGZ47795.1 Seq_2803
OG0001183: SGZ47797.1 Seq_2179
OG0001184: SGZ47798.1 Seq_2885
OG0001185: SGZ47801.1 Seq_1357
OG0001186: SGZ47802.1 Seq_2195
OG0001187: SGZ47804.1 Seq_4471
OG0001188: SGZ47807.1 Seq_576
OG0001189: SGZ47808.1 Seq_541
OG0001190: SGZ47810.1 Seq_1369
OG0001191: SGZ47811.1 Seq_352
OG0001192: SGZ47813.1 Seq_1697
OG0001193: SGZ47815.1 Seq_586
OG0001194: SGZ47818.1 Seq_1182
OG0001195: SGZ47819.1 Seq_987
OG0001196: SGZ47821.1 Seq_2579
OG0001197: SGZ47822.1 Seq_2016
OG0001198: SGZ47823.1 Seq_5475
OG0001199: SGZ47824.1 Seq_3726
OG0001200: SGZ47825.1 Seq_3064
OG0001201: SGZ47826.1 Seq_4288
OG0001202: SGZ47828.1 Seq_1314
OG0001203: SGZ47830.1 Seq_311
OG0001204: SGZ47831.1 Seq_1706
OG0001205: SGZ47832.1 Seq_2958
OG0001206: SGZ47833.1 Seq_1970
OG0001207: SGZ47834.1 Seq_4096
OG0001208: SGZ47836.1 Seq_1192
OG0001209: SGZ47838.1 Seq_2761
OG0001210: SGZ47840.1 Seq_4475
OG0001211: SGZ47841.1 Seq_5118
OG0001212: SGZ47845.1 Seq_2962
OG0001213: SGZ47846.1 Seq_5064
OG0001214: SGZ47847.1 Seq_85
OG0001215: SGZ47848.1 Seq_1344
OG0001216: SGZ47850.1 Seq_473
OG0001217: SGZ47854.1 Seq_5479
OG0001218: SGZ47856.1 Seq_19
OG0001219: SGZ47858.1 Seq_3829
OG0001220: SGZ47860.1 Seq_4506
OG0001221: SGZ47865.1 Seq_120
OG0001222: SGZ47866.1 Seq_1025
OG0001223: SGZ47868.1 Seq_1045
OG0001224: SGZ47869.1 Seq_3509
OG0001225: SGZ47871.1 Seq_1005
OG0001226: SGZ47872.1 Seq_5149
OG0001227: SGZ47874.1 Seq_2186
OG0001228: SGZ47877.1 Seq_539
OG0001229: SGZ47878.1 Seq_2090
OG0001230: SGZ47879.1 Seq_2158
OG0001231: SGZ47880.1 Seq_2472
OG0001232: SGZ47882.1 Seq_3455
OG0001233: SGZ47885.1 Seq_1295
OG0001234: SGZ47887.1 Seq_1505
OG0001235: SGZ47890.1 Seq_114
OG0001236: SGZ47891.1 Seq_2239
OG0001237: SGZ47892.1 Seq_3549
OG0001238: SGZ47894.1 Seq_33
OG0001239: SGZ47895.1 Seq_1023
OG0001240: SGZ47896.1 Seq_1062
OG0001241: SGZ47898.1 Seq_4154
OG0001242: SGZ47901.1 Seq_1001
OG0001243: SGZ47902.1 Seq_4620
OG0001244: SGZ47904.1 Seq_3824
OG0001245: SGZ47905.1 Seq_1873
OG0001246: SGZ47907.1 Seq_2442
OG0001247: SGZ47908.1 Seq_2844
OG0001248: SGZ47911.1 Seq_9
OG0001249: SGZ47912.1 Seq_3133
OG0001250: SGZ47914.1 Seq_1420
OG0001251: SGZ47916.1 Seq_2826
OG0001252: SGZ47918.1 Seq_4095
OG0001253: SGZ47919.1 Seq_863
OG0001254: SGZ47922.1 Seq_343
OG0001255: SGZ47924.1 Seq_4208
OG0001256: SGZ47925.1 Seq_4810
OG0001257: SGZ47926.1 Seq_5386
OG0001258: SGZ47929.1 Seq_3580
OG0001259: SGZ47930.1 Seq_4079
OG0001260: SGZ47932.1 Seq_4894
OG0001261: SGZ47933.1 Seq_456
OG0001262: SGZ47935.1 Seq_3569
OG0001263: SGZ47937.1 Seq_145
OG0001264: SGZ47938.1 Seq_3439
OG0001265: SGZ47939.1 Seq_2822
OG0001266: SGZ47943.1 Seq_2980
OG0001267: SGZ47946.1 Seq_2096
OG0001268: SGZ47947.1 Seq_3715
OG0001269: SGZ47950.1 Seq_3021
OG0001270: SGZ47952.1 Seq_4724
OG0001271: SGZ47956.1 Seq_3543
OG0001272: SGZ47958.1 Seq_3132
OG0001273: SGZ47961.1 Seq_4858
OG0001274: SGZ47963.1 Seq_3369
OG0001275: SGZ47964.1 Seq_2776
OG0001276: SGZ47966.1 Seq_4556
OG0001277: SGZ47967.1 Seq_762
OG0001278: SGZ47971.1 Seq_3321
OG0001279: SGZ47972.1 Seq_749
OG0001280: SGZ47973.1 Seq_4768
OG0001281: SGZ47975.1 Seq_2125
OG0001282: SGZ47976.1 Seq_218
OG0001283: SGZ47979.1 Seq_4666
OG0001284: SGZ47982.1 Seq_3044
OG0001285: SGZ47986.1 Seq_913
OG0001286: SGZ47987.1 Seq_262
OG0001287: SGZ47989.1 Seq_3722
OG0001288: SGZ47991.1 Seq_3623
OG0001289: SGZ47994.1 Seq_3100
OG0001290: SGZ47995.1 Seq_2853
OG0001291: SGZ47996.1 Seq_2738
OG0001292: SGZ47998.1 Seq_4185
OG0001293: SGZ47999.1 Seq_4452
OG0001294: SGZ48002.1 Seq_3798
OG0001295: SGZ48003.1 Seq_4460
OG0001296: SGZ48005.1 Seq_3796
OG0001297: SGZ48006.1 Seq_4347
OG0001298: SGZ48009.1 Seq_3714
OG0001299: SGZ48015.1 Seq_2071
OG0001300: SGZ48017.1 Seq_1359
OG0001301: SGZ48018.1 Seq_5408
OG0001302: SGZ48020.1 Seq_3982
OG0001303: SGZ48022.1 Seq_759
OG0001304: SGZ48023.1 Seq_4355
OG0001305: SGZ48026.1 Seq_4334
OG0001306: SGZ48028.1 Seq_2394
OG0001307: SGZ48031.1 Seq_5447
OG0001308: SGZ48033.1 Seq_1761
OG0001309: SGZ48034.1 Seq_1358
OG0001310: SGZ48036.1 Seq_157
OG0001311: SGZ48037.1 Seq_3394
OG0001312: SGZ48039.1 Seq_3941
OG0001313: SGZ48040.1 Seq_3880
OG0001314: SGZ48041.1 Seq_4383
OG0001315: SGZ48043.1 Seq_1390
OG0001316: SGZ48044.1 Seq_5280
OG0001317: SGZ48046.1 Seq_4646
OG0001318: SGZ48047.1 Seq_1378
OG0001319: SGZ48049.1 Seq_2203
OG0001320: SGZ48050.1 Seq_2127
OG0001321: SGZ48052.1 Seq_247
OG0001322: SGZ48054.1 Seq_4372
OG0001323: SGZ48055.1 Seq_1884
OG0001324: SGZ48058.1 Seq_1453
OG0001325: SGZ48060.1 Seq_775
OG0001326: SGZ48061.1 SGZ48065.1
OG0001327: SGZ48073.1 Seq_2254
OG0001328: SGZ48079.1 Seq_914
OG0001329: SGZ48080.1 Seq_1091
OG0001330: SGZ48081.1 Seq_5468
OG0001331: SGZ48082.1 Seq_942
OG0001332: SGZ48085.1 Seq_1642
OG0001333: SGZ48088.1 Seq_3065
OG0001334: SGZ48089.1 Seq_1508
OG0001335: SGZ48091.1 Seq_2670
OG0001336: SGZ48093.1 Seq_2685
OG0001337: SGZ48096.1 Seq_735
OG0001338: SGZ48097.1 Seq_223
OG0001339: SGZ48099.1 Seq_3469
OG0001340: SGZ48102.1 Seq_4729
OG0001341: SGZ48103.1 Seq_2526
OG0001342: SGZ48104.1 Seq_4959
OG0001343: SGZ48106.1 Seq_488
OG0001344: SGZ48109.1 Seq_1157
OG0001345: SGZ48110.1 Seq_2500
OG0001346: SGZ48112.1 Seq_105
OG0001347: SGZ48113.1 Seq_2418
OG0001348: SGZ48114.1 Seq_2100
OG0001349: SGZ48115.1 Seq_5097
OG0001350: SGZ48117.1 Seq_2957
OG0001351: SGZ48118.1 Seq_301
OG0001352: SGZ48119.1 Seq_1122
OG0001353: SGZ48787.1 Seq_3539
OG0001354: SGZ48790.1 Seq_2352
OG0001355: SGZ48794.1 Seq_4950
OG0001356: SGZ48798.1 Seq_4512
OG0001357: SGZ48800.1 Seq_1997
OG0001358: SGZ48802.1 Seq_1975
OG0001359: SGZ48804.1 Seq_1343
OG0001360: SGZ48807.1 Seq_4621
OG0001361: SGZ48809.1 Seq_2746
OG0001362: SGZ48811.1 Seq_787
OG0001363: SGZ48816.1 Seq_1751
OG0001364: SGZ48818.1 Seq_3243
OG0001365: SGZ48820.1 Seq_201
OG0001366: SGZ48822.1 Seq_4123
OG0001367: SGZ48824.1 Seq_803
OG0001368: SGZ48826.1 Seq_651
OG0001369: SGZ48831.1 Seq_2502
OG0001370: SGZ48835.1 Seq_1989
OG0001371: SGZ48837.1 Seq_288
OG0001372: SGZ48839.1 Seq_3263
OG0001373: SGZ48840.1 Seq_1383
OG0001374: SGZ48842.1 Seq_3209
OG0001375: SGZ48844.1 Seq_3612
OG0001376: SGZ48846.1 Seq_5240
OG0001377: SGZ48848.1 Seq_142
OG0001378: SGZ48850.1 Seq_3318
OG0001379: SGZ48852.1 Seq_3672
OG0001380: SGZ48854.1 Seq_4680
OG0001381: SGZ48857.1 Seq_5341
OG0001382: SGZ48860.1 Seq_208
OG0001383: SGZ48862.1 Seq_2432
OG0001384: SGZ48864.1 Seq_2849
OG0001385: SGZ48866.1 Seq_4795
OG0001386: SGZ48868.1 Seq_814
OG0001387: SGZ48871.1 Seq_4468
OG0001388: SGZ48873.1 Seq_2091
OG0001389: SGZ48875.1 Seq_5353
OG0001390: SGZ48879.1 Seq_1399
OG0001391: SGZ48881.1 Seq_4819
OG0001392: SGZ48885.1 Seq_2086
OG0001393: SGZ48887.1 Seq_3619
OG0001394: SGZ48889.1 Seq_4403
OG0001395: SGZ48891.1 Seq_4494
OG0001396: SGZ48894.1 Seq_4235
OG0001397: SGZ48895.1 Seq_1590
OG0001398: SGZ48897.1 Seq_4125
OG0001399: SGZ48899.1 Seq_37
OG0001400: SGZ48901.1 Seq_1169
OG0001401: SGZ48903.1 Seq_2539
OG0001402: SGZ48905.1 Seq_1406
OG0001403: SGZ48907.1 Seq_4577
OG0001404: SGZ48911.1 Seq_71
OG0001405: SGZ48912.1 Seq_645
OG0001406: SGZ48914.1 Seq_212
OG0001407: SGZ48916.1 Seq_2804
OG0001408: SGZ48918.1 Seq_1468
OG0001409: SGZ48920.1 Seq_103
OG0001410: SGZ48923.1 Seq_866
OG0001411: SGZ48925.1 Seq_2477
OG0001412: SGZ48928.1 Seq_1551
OG0001413: SGZ48929.1 Seq_299
OG0001414: SGZ48931.1 Seq_5472
OG0001415: SGZ48933.1 Seq_5161
OG0001416: SGZ48935.1 Seq_3433
OG0001417: SGZ48937.1 Seq_3231
OG0001418: SGZ48939.1 Seq_4296
OG0001419: SGZ48942.1 Seq_5392
OG0001420: SGZ48946.1 Seq_4386
OG0001421: SGZ48949.1 Seq_3356
OG0001422: SGZ48951.1 Seq_973
OG0001423: SGZ48953.1 Seq_2079
OG0001424: SGZ48957.1 Seq_5025
OG0001425: SGZ48960.1 Seq_572
OG0001426: SGZ48962.1 Seq_3896
OG0001427: SGZ48964.1 Seq_1528
OG0001428: SGZ48966.1 Seq_3659
OG0001429: SGZ48968.1 Seq_3307
OG0001430: SGZ48970.1 Seq_3110
OG0001431: SGZ48972.1 Seq_4029
OG0001432: SGZ48973.1 Seq_399
OG0001433: SGZ48976.1 Seq_1908
OG0001434: SGZ48978.1 Seq_3175
OG0001435: SGZ48980.1 Seq_383
OG0001436: SGZ48982.1 Seq_297
OG0001437: SGZ48986.1 Seq_3950
OG0001438: SGZ48988.1 Seq_1680
OG0001439: SGZ48990.1 Seq_156
OG0001440: SGZ48995.1 Seq_3328
OG0001441: SGZ48997.1 Seq_4550
OG0001442: SGZ48999.1 Seq_3414
OG0001443: SGZ49001.1 Seq_2733
OG0001444: SGZ49003.1 Seq_3325
OG0001445: SGZ49007.1 Seq_5490
OG0001446: SGZ49009.1 Seq_3755
OG0001447: SGZ49011.1 Seq_1620
OG0001448: SGZ49014.1 Seq_1225
OG0001449: SGZ49016.1 Seq_4639
OG0001450: SGZ49018.1 Seq_2323
OG0001451: SGZ49022.1 Seq_2280
OG0001452: SGZ49024.1 Seq_5438
OG0001453: SGZ49027.1 Seq_1815
OG0001454: SGZ49029.1 Seq_2519
OG0001455: SGZ49032.1 Seq_5136
OG0001456: SGZ49034.1 Seq_2061
OG0001457: SGZ49037.1 Seq_2644
OG0001458: SGZ49039.1 Seq_3059
OG0001459: SGZ49041.1 Seq_2778
OG0001460: SGZ49044.1 Seq_587
OG0001461: SGZ49046.1 Seq_493
OG0001462: SGZ49047.1 Seq_4481
OG0001463: SGZ49049.1 Seq_4755
OG0001464: SGZ49052.1 Seq_3862
OG0001465: SGZ49053.1 Seq_3918
OG0001466: SGZ49057.1 Seq_1726
OG0001467: SGZ49062.1 Seq_3667
OG0001468: SGZ49064.1 Seq_2548
OG0001469: SGZ49065.1 Seq_5246
OG0001470: SGZ49069.1 Seq_2408
OG0001471: SGZ49071.1 Seq_159
OG0001472: SGZ49073.1 Seq_1440
OG0001473: SGZ49075.1 Seq_5273
OG0001474: SGZ49078.1 Seq_1283
OG0001475: SGZ49080.1 Seq_438
OG0001476: SGZ49081.1 Seq_3343
OG0001477: SGZ49084.1 Seq_5027
OG0001478: SGZ49086.1 Seq_1546
OG0001479: SGZ49088.1 Seq_3720
OG0001480: SGZ49091.1 Seq_5168
OG0001481: SGZ49093.1 Seq_1271
OG0001482: SGZ49095.1 Seq_2647
OG0001483: SGZ49097.1 Seq_2618
OG0001484: SGZ49100.1 Seq_1643
OG0001485: SGZ49103.1 Seq_2351
OG0001486: SGZ49105.1 Seq_887
OG0001487: SGZ49107.1 Seq_3635
OG0001488: SGZ49110.1 Seq_3841
OG0001489: SGZ49112.1 Seq_4256
OG0001490: SGZ49113.1 Seq_1474
OG0001491: SGZ49122.1 Seq_2511
OG0001492: SGZ49124.1 Seq_2184
OG0001493: SGZ49126.1 Seq_5115
OG0001494: SGZ49128.1 Seq_3146
OG0001495: SGZ49130.1 Seq_953
OG0001496: SGZ49136.1 Seq_4813
OG0001497: SGZ49138.1 Seq_3807
OG0001498: SGZ49141.1 Seq_422
OG0001499: SGZ49146.1 Seq_1684
OG0001500: SGZ49148.1 Seq_1829
OG0001501: SGZ49150.1 Seq_441
OG0001502: SGZ49154.1 Seq_915
OG0001503: SGZ49157.1 Seq_2114
OG0001504: SGZ49159.1 Seq_2797
OG0001505: SGZ49163.1 Seq_5319
OG0001506: SGZ49165.1 Seq_3731
OG0001507: SGZ49167.1 Seq_2767
OG0001508: SGZ49170.1 Seq_2593
OG0001509: SGZ49172.1 Seq_380
OG0001510: SGZ49175.1 Seq_397
OG0001511: SGZ49178.1 Seq_5500
OG0001512: SGZ49181.1 Seq_1170
OG0001513: SGZ49184.1 Seq_5348
OG0001514: SGZ49186.1 Seq_1782
OG0001515: SGZ49189.1 Seq_1207
OG0001516: SGZ49192.1 Seq_4428
OG0001517: SGZ49194.1 Seq_471
OG0001518: SGZ49196.1 Seq_796
OG0001519: SGZ49198.1 Seq_363
OG0001520: SGZ49200.1 Seq_1885
OG0001521: SGZ49202.1 Seq_1119
OG0001522: SGZ49204.1 Seq_3774
OG0001523: SGZ49206.1 Seq_3998
OG0001524: SGZ49209.1 Seq_1006
OG0001525: SGZ49216.1 Seq_1053
OG0001526: SGZ49221.1 Seq_2446
OG0001527: SGZ49225.1 Seq_4739
OG0001528: SGZ49229.1 Seq_1961
OG0001529: SGZ49233.1 Seq_1014
OG0001530: SGZ49235.1 Seq_3315
OG0001531: SGZ49237.1 Seq_90
OG0001532: SGZ49240.1 Seq_3096
OG0001533: SGZ49242.1 Seq_5356
OG0001534: SGZ49244.1 Seq_4822
OG0001535: SGZ49247.1 Seq_11
OG0001536: SGZ49249.1 Seq_5221
OG0001537: SGZ49251.1 Seq_1256
OG0001538: SGZ49253.1 Seq_678
OG0001539: SGZ49258.1 Seq_414
OG0001540: SGZ49260.1 Seq_2289
OG0001541: SGZ49264.1 Seq_4374
OG0001542: SGZ49266.1 Seq_4840
OG0001543: SGZ49268.1 Seq_4624
OG0001544: SGZ49270.1 Seq_3108
OG0001545: SGZ49273.1 Seq_495
OG0001546: SGZ49275.1 Seq_4546
